date,MSFT,NOC,KO,WMT,CVX,UBER,NFLX,DDOG,MDB,UPS,PG,GM,DE,AMD,SHOP,HD,ZS,TSLA,SNOW,BILL,BA,XOM,ABNB,META,AMZN,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2022-03-09,288.5,449.92,58.96,139.46,166.27,31.5,358.79,142.83,334.09,206.78,148.77,42.28,368.86,111.05,587.65,317.2,212.35,858.97,207.56,200.52,178.56,82.79,148.31,198.5,2785.58,117.55,98.4,448.72,11.65,230.14,162.95,157.4,199.76,16.37,169.36,23.26,185.4,222.47,485.57,209.78,126.22,170.3,53.08,48.75,133.44,169.79,98.05,146.6,91.25
2022-03-10,285.59,444.61,57.88,142.63,170.82,30.41,356.77,140.16,338.51,207.18,144.94,41.85,378.15,106.46,553.18,317.94,208.41,838.3,197.85,204.88,178.39,85.36,151.8,195.21,2936.35,110.85,97.53,444.36,11.87,226.58,158.52,154.51,197.97,16.33,169.66,23.19,184.36,222.0,491.44,211.79,124.35,165.72,53.23,49.2,131.86,191.02,93.88,143.93,91.33
2022-03-11,280.07,436.3,57.92,142.07,170.9,30.76,340.32,127.02,316.49,203.9,143.22,41.51,389.48,104.29,544.37,316.79,201.14,795.35,180.42,187.51,176.23,84.92,145.14,187.61,2910.49,103.85,88.72,439.04,11.39,221.0,154.73,153.73,196.71,16.04,169.35,23.19,182.24,226.87,482.87,214.83,123.96,154.06,53.04,50.27,128.89,190.54,75.01,140.96,92.28
2022-03-14,276.44,441.42,58.54,144.05,166.72,29.27,331.01,118.76,290.16,204.3,145.05,40.83,393.86,102.25,512.55,318.36,189.53,766.37,166.75,172.4,175.52,81.88,138.5,186.63,2837.06,100.69,84.16,444.45,10.5,213.3,150.62,155.89,200.33,15.74,171.69,22.89,183.2,226.18,487.92,215.44,123.94,146.1,52.5,52.25,130.17,183.12,73.24,143.48,92.45
2022-03-15,287.15,447.82,59.62,145.78,158.28,29.8,343.75,120.94,298.26,210.53,150.27,42.13,388.47,109.33,553.43,328.54,196.61,801.89,170.78,175.42,179.89,77.22,143.95,192.03,2947.33,101.83,85.94,448.67,10.77,229.73,155.09,159.0,206.14,16.06,176.14,23.09,187.79,232.57,497.91,216.46,125.64,148.93,52.76,52.21,132.48,188.64,76.64,144.31,92.35
2022-03-16,294.39,424.43,59.46,145.35,157.71,32.61,357.53,132.24,343.82,217.9,149.76,43.85,388.2,115.37,622.38,330.91,207.03,840.23,197.84,198.28,188.99,76.93,155.75,203.63,3062.08,114.91,95.16,421.34,11.79,244.96,159.59,159.7,211.87,16.58,174.52,23.19,191.03,238.14,498.26,216.08,127.04,155.79,52.49,52.92,138.4,189.66,83.17,145.51,94.7
2022-03-17,295.22,428.8,60.09,145.01,160.44,32.85,371.4,137.74,372.43,222.32,150.23,43.66,406.15,111.69,657.38,336.36,214.83,871.6,208.85,209.73,190.19,78.98,157.55,207.84,3144.78,119.88,106.31,428.59,12.32,247.66,160.62,160.94,213.45,16.58,176.8,23.19,191.93,237.47,507.02,221.7,127.96,161.12,52.36,54.24,140.15,204.13,87.26,147.69,95.53
2022-03-18,300.43,427.95,60.1,145.44,161.73,33.36,380.6,145.76,398.1,219.78,150.15,44.82,413.15,113.46,780.0,340.74,222.71,905.39,222.85,224.83,192.83,78.67,167.0,216.49,3225.01,124.85,109.84,426.18,12.82,264.53,163.98,162.79,219.11,16.86,174.84,23.22,194.72,238.92,506.12,220.91,128.76,174.5,50.8,54.51,140.1,208.06,95.51,148.32,95.59
2022-03-21,299.16,446.6,60.58,144.23,164.64,31.98,374.59,140.14,390.5,218.56,150.72,43.61,422.29,115.92,683.45,329.37,220.86,921.16,212.97,221.93,185.9,82.2,161.8,211.49,3229.83,120.51,104.45,440.0,12.59,267.34,165.38,162.56,217.04,16.48,175.83,23.16,193.02,235.32,507.66,223.71,128.1,169.41,51.1,54.19,139.65,204.13,95.86,148.58,94.82
2022-03-22,304.06,446.3,60.8,143.8,164.09,33.35,382.92,148.65,405.77,218.42,151.88,44.56,427.55,114.78,727.01,329.73,232.39,993.98,224.96,229.39,191.04,81.84,166.44,216.65,3297.78,125.54,114.86,440.59,13.27,265.24,168.82,164.34,218.47,17.09,175.0,23.21,195.03,238.12,505.32,222.71,129.06,166.43,51.0,53.04,142.62,217.06,99.45,149.94,94.9
2022-03-23,299.49,446.92,60.4,141.95,165.86,33.06,374.49,146.44,404.85,214.58,150.82,43.78,431.52,113.92,703.59,317.05,233.38,999.11,222.24,233.82,186.04,83.13,164.16,213.46,3268.16,125.34,117.59,445.25,13.18,256.34,170.21,163.48,214.68,16.68,174.34,23.21,192.34,236.12,503.23,222.17,128.3,148.55,50.97,52.19,139.78,219.48,100.17,147.68,93.7
2022-03-24,304.1,454.57,60.98,142.83,166.3,34.7,375.71,152.21,420.34,214.66,151.08,44.35,432.22,120.53,705.0,315.78,235.79,1013.92,227.57,236.44,189.05,83.38,170.83,219.57,3272.99,127.33,122.39,449.73,13.39,281.5,174.07,164.47,217.31,16.83,175.24,23.33,194.69,240.26,513.46,222.21,129.25,144.5,51.0,52.59,140.69,223.4,104.55,148.98,94.12
2022-03-25,303.68,458.18,61.53,143.45,169.31,34.06,373.85,146.84,406.04,215.35,152.83,43.65,436.45,119.67,679.53,310.68,230.32,1010.64,219.81,219.57,188.95,85.2,167.22,221.82,3295.47,123.75,119.63,453.66,12.97,276.92,174.72,165.24,218.43,16.47,176.92,23.84,197.79,241.58,513.03,223.36,131.35,138.11,51.28,52.78,141.92,221.95,100.45,150.46,94.02
2022-03-28,310.7,446.8,61.92,146.0,166.35,34.77,378.51,149.35,420.92,219.55,153.88,44.22,432.61,120.24,701.6,314.28,237.93,1091.84,235.89,231.77,188.16,82.81,167.65,223.59,3379.81,128.36,126.28,444.98,13.42,282.19,175.6,165.73,220.77,16.67,177.83,23.87,197.11,242.94,513.2,221.85,131.47,149.86,51.17,53.28,140.87,222.12,104.67,149.47,92.0
2022-03-29,315.41,446.31,62.16,147.23,164.32,37.19,391.82,155.41,435.89,222.45,155.46,46.26,412.92,123.23,743.98,317.71,243.99,1099.57,239.67,241.07,193.8,82.37,175.52,229.86,3386.3,137.56,130.02,437.15,14.2,286.56,178.96,168.19,228.12,17.75,177.74,23.99,197.54,248.17,510.73,221.04,131.94,156.81,51.25,52.74,141.18,223.01,111.24,152.08,94.65
2022-03-30,313.86,453.33,62.21,149.87,165.48,36.58,381.47,149.66,430.22,220.2,154.39,45.22,415.55,119.22,705.6,308.46,239.9,1093.99,231.63,232.15,194.91,83.78,173.63,227.85,3326.02,129.95,124.4,445.95,13.88,276.9,177.77,167.96,223.95,17.27,179.59,24.14,196.54,249.03,520.82,223.08,132.13,152.6,51.61,52.44,140.54,224.96,107.95,151.43,94.58
2022-03-31,308.31,447.22,62.0,148.92,162.83,35.68,374.59,151.47,443.59,214.46,152.8,43.74,415.46,109.34,675.96,299.33,241.28,1077.6,229.13,226.79,191.5,82.59,171.76,222.36,3259.95,125.27,119.7,441.4,13.73,272.86,174.61,167.38,221.77,16.91,177.23,23.63,194.58,247.28,509.97,222.82,130.02,150.96,50.94,51.77,136.32,227.08,107.12,148.88,91.5
2022-04-01,309.42,454.79,62.87,151.01,164.22,35.98,373.47,153.5,454.45,206.64,155.09,42.96,416.8,108.19,693.0,301.89,246.21,1084.59,234.81,232.5,190.76,83.12,173.07,224.85,3271.2,125.56,123.5,445.98,13.83,267.12,174.31,169.76,226.36,16.65,178.19,23.98,196.03,249.25,512.59,219.77,130.15,148.79,52.12,51.57,135.31,227.85,108.63,149.69,92.49
2022-04-04,314.97,452.29,62.54,151.04,164.37,36.51,391.5,156.56,458.6,205.21,154.08,43.18,417.45,110.53,727.29,305.58,252.11,1145.45,241.23,243.15,191.18,83.16,177.02,233.89,3366.93,134.59,126.9,444.01,14.63,273.6,178.44,169.32,227.74,16.66,176.47,24.18,196.07,246.83,510.02,220.81,130.27,160.42,52.46,50.94,135.91,229.03,112.28,149.53,92.02
2022-04-05,310.88,454.01,62.47,151.47,163.36,34.96,380.15,146.9,435.12,197.21,154.62,41.42,413.71,106.82,702.92,304.86,238.61,1091.26,227.09,225.27,182.65,82.73,171.21,231.84,3281.1,127.37,120.44,447.24,13.89,259.31,175.06,169.5,226.09,15.82,177.61,23.89,193.63,248.51,517.76,216.02,128.89,156.79,52.78,51.24,133.34,219.96,107.37,148.9,90.1
2022-04-06,299.5,461.46,63.1,154.99,164.81,33.41,368.35,137.27,421.89,194.39,156.83,39.5,411.25,103.67,656.58,298.54,226.07,1045.76,212.09,212.86,178.72,83.65,164.66,223.3,3175.12,119.33,109.63,454.58,13.0,244.07,171.83,172.39,219.01,15.39,182.23,24.03,193.62,251.46,531.75,216.21,129.39,150.1,53.2,52.87,131.49,211.22,102.7,150.3,89.91
2022-04-07,301.37,470.77,63.44,156.54,167.1,32.27,362.15,137.24,428.49,192.7,158.86,38.72,409.46,103.72,643.97,302.75,231.96,1057.26,213.88,205.66,177.97,85.05,165.91,222.95,3155.69,117.17,112.36,465.51,12.84,242.08,172.14,172.55,216.15,14.96,181.76,23.73,192.7,254.36,536.95,215.9,128.55,147.57,52.67,55.16,131.09,217.03,102.72,149.95,89.46
2022-04-08,296.97,463.66,63.83,157.41,169.93,32.05,355.88,134.29,416.88,190.97,160.1,39.35,418.3,101.0,603.18,311.11,226.79,1025.49,208.34,200.32,175.2,86.84,162.56,222.33,3089.21,114.74,109.77,461.52,12.7,231.19,170.09,173.13,216.98,15.05,182.12,24.14,190.16,251.46,545.96,217.03,127.73,142.86,53.53,55.17,133.49,218.21,101.95,149.81,89.74
2022-04-11,285.26,462.14,63.81,154.29,165.56,32.04,348.0,135.09,410.1,190.84,159.49,40.33,418.51,97.37,617.38,306.72,224.32,975.93,208.53,202.32,175.03,83.85,160.25,216.46,3022.44,115.45,109.64,464.25,12.66,219.17,165.75,172.6,214.75,15.28,179.84,19.63,189.27,250.45,537.44,216.05,126.37,144.93,53.9,53.93,133.0,216.6,101.71,150.12,89.67
2022-04-12,282.06,463.28,64.56,153.23,169.01,31.99,344.1,135.5,414.07,187.89,159.01,40.04,419.73,95.1,591.06,306.29,223.0,986.95,210.94,200.54,176.28,85.6,160.11,214.14,3015.75,113.58,113.92,467.55,12.46,215.04,167.66,173.3,211.4,15.36,179.9,19.56,190.99,249.17,533.71,216.7,125.98,143.36,53.67,53.11,131.54,223.51,98.76,148.58,90.0
2022-04-13,287.62,464.52,64.73,157.22,171.67,32.63,350.43,142.87,435.24,188.87,159.46,40.22,427.29,97.74,604.78,310.42,241.23,1022.37,214.41,209.57,182.87,86.81,171.85,214.99,3110.82,116.48,121.63,469.19,12.9,222.03,170.4,173.0,213.27,15.51,180.66,19.42,194.85,251.33,537.0,218.27,126.14,150.25,54.14,53.1,127.3,239.86,104.56,148.66,90.75
2022-04-14,279.83,467.2,65.02,157.08,171.59,32.68,341.13,136.04,416.5,188.02,158.57,40.13,436.75,93.06,579.51,304.52,230.84,985.0,198.63,196.01,181.94,87.83,170.7,210.18,3034.13,111.36,113.98,467.66,12.42,212.58,165.29,171.9,212.79,15.48,179.9,19.54,195.19,250.51,534.82,227.81,126.56,143.57,53.83,53.12,126.12,235.22,99.53,147.38,90.83
2022-04-18,280.52,465.58,64.44,155.88,173.89,31.79,337.86,131.11,401.15,187.16,157.06,40.63,438.45,93.89,581.0,300.21,223.57,1004.29,192.39,192.22,179.85,88.55,165.74,210.77,3055.7,107.91,108.15,467.44,12.15,217.83,165.07,170.42,213.17,15.67,177.66,19.46,192.07,251.06,534.08,229.92,126.17,139.71,53.39,51.84,128.46,224.99,96.32,146.18,90.4
2022-04-19,285.3,464.41,65.07,157.65,171.83,33.8,348.61,137.28,416.0,190.69,159.41,42.08,437.82,96.93,605.63,307.8,228.79,1028.15,197.43,206.82,185.98,87.76,170.12,217.31,3162.31,116.78,111.15,459.9,12.91,221.98,167.4,172.9,215.7,16.15,183.08,19.49,197.2,255.4,537.7,232.16,129.15,149.05,53.75,50.18,131.12,228.66,102.03,150.1,91.9
2022-04-20,286.36,463.4,65.96,159.63,172.53,33.21,226.19,131.62,407.01,190.43,163.65,41.72,437.39,94.02,525.0,315.14,221.71,977.2,185.98,195.66,183.55,87.96,164.55,200.42,3079.96,109.57,103.7,453.87,12.79,214.82,167.23,175.47,217.79,16.05,183.89,19.43,196.34,255.85,546.01,235.08,138.32,144.76,54.41,49.75,131.58,222.49,92.74,150.59,91.4
2022-04-21,280.81,443.45,66.21,159.87,164.58,31.68,218.22,121.82,377.87,188.8,162.61,40.71,424.36,89.85,481.0,310.36,211.47,1008.78,175.14,178.28,181.02,87.03,157.91,188.07,2965.92,99.55,98.49,439.54,12.33,201.83,166.42,174.84,216.45,15.7,183.36,20.21,195.94,255.25,537.44,232.57,139.85,138.77,55.01,49.11,130.56,209.85,87.42,151.77,91.72
2022-04-22,274.03,447.4,65.25,156.86,160.95,30.83,215.52,118.4,371.04,187.15,161.25,39.84,403.57,88.14,459.97,300.11,206.47,1005.05,173.8,172.53,176.92,85.13,156.09,184.11,2887.0,97.09,95.22,445.79,11.96,195.15,161.79,172.15,208.17,15.13,181.54,19.52,190.63,250.17,520.94,216.3,138.25,136.33,51.91,48.13,126.81,205.62,86.33,149.17,89.07
2022-04-25,280.72,444.02,65.94,156.94,157.49,32.44,209.91,121.68,381.74,189.64,162.55,39.82,385.51,90.69,459.21,304.94,216.79,998.02,186.94,182.9,175.91,82.26,158.39,186.99,2921.48,101.41,98.71,442.89,12.11,199.02,162.88,173.74,209.95,15.19,186.01,19.51,191.82,252.88,524.27,216.7,139.1,138.4,50.28,48.95,126.77,214.58,89.95,148.6,89.88
2022-04-26,270.22,442.51,65.05,155.3,156.53,31.33,198.4,119.35,352.75,183.05,159.79,38.04,381.77,85.16,428.09,299.96,207.31,876.42,178.76,174.03,167.04,82.29,153.04,180.95,2787.82,91.76,90.74,446.09,11.12,187.88,156.8,173.3,201.1,14.71,184.68,19.3,187.67,248.58,513.78,210.3,136.19,129.69,49.41,49.03,123.02,201.4,84.39,144.22,80.59
2022-04-27,283.22,439.77,65.56,154.24,156.24,30.68,188.54,120.44,359.98,186.4,159.36,38.66,385.53,84.91,416.2,301.6,204.76,881.51,174.95,172.82,154.46,84.64,152.23,174.95,2763.34,84.76,90.59,444.98,10.56,184.15,156.57,174.85,214.11,14.85,182.1,19.07,186.35,247.14,513.81,213.96,135.06,127.06,48.46,49.74,121.42,201.06,82.71,144.21,78.21
2022-04-28,289.63,445.17,66.19,156.21,161.79,32.82,199.52,128.47,377.65,190.16,163.41,38.75,384.82,89.64,443.28,311.76,213.59,877.51,185.71,182.7,154.22,87.2,159.74,205.73,2891.93,91.63,95.25,441.71,10.95,197.82,163.64,177.5,220.66,14.62,183.46,19.42,189.92,254.19,524.42,212.44,135.74,131.7,48.4,50.51,123.34,207.06,85.37,147.14,77.73
2022-04-29,277.52,439.4,64.61,152.99,156.67,31.48,190.36,120.78,354.93,179.98,160.55,37.91,377.55,85.52,426.82,300.4,202.74,870.76,171.44,170.71,148.84,85.25,153.21,200.47,2485.63,92.9,86.14,432.12,10.4,185.47,157.65,171.71,213.13,14.16,180.46,18.86,193.51,249.16,508.55,210.54,132.21,119.31,46.3,49.07,119.36,198.76,81.0,144.22,74.55
2022-05-02,284.47,438.62,63.44,151.98,159.75,30.39,199.46,120.2,359.59,178.58,158.38,38.45,381.23,89.84,452.98,306.97,208.23,902.94,177.76,175.75,148.61,86.41,152.78,211.13,2490.0,103.13,89.91,430.81,10.74,195.33,157.96,167.76,211.53,14.27,178.64,19.12,196.87,246.64,501.15,212.07,133.04,123.97,46.23,48.34,120.45,203.65,85.83,145.91,75.55
2022-05-03,281.78,451.25,63.08,152.51,162.49,29.47,199.87,114.89,343.72,178.12,156.21,39.94,389.44,91.13,465.2,304.96,204.7,909.25,176.42,168.18,153.58,88.19,145.0,212.03,2485.07,103.95,89.68,434.77,10.55,196.02,159.48,167.99,208.56,14.56,178.29,19.33,197.04,245.87,499.62,213.62,132.52,117.72,47.17,49.29,123.03,199.4,83.94,148.08,77.66
2022-05-04,289.98,462.57,65.03,154.62,167.59,28.1,204.01,119.0,360.56,183.8,157.36,41.17,396.35,99.42,485.49,315.31,208.93,952.62,186.0,175.45,156.97,91.7,156.18,223.41,2518.57,110.01,90.4,445.74,10.98,203.34,166.02,173.86,214.52,14.98,180.2,19.95,205.85,254.32,507.62,222.59,137.4,120.51,48.37,49.66,127.1,200.39,88.51,154.23,80.43
2022-05-05,277.35,466.66,64.51,152.74,166.26,26.83,188.32,111.87,315.93,179.79,154.46,39.95,383.04,93.87,413.09,299.11,190.41,873.28,166.18,152.24,150.47,90.31,143.09,208.28,2328.14,102.45,77.81,443.15,10.12,188.44,156.77,170.39,205.24,14.53,176.76,19.95,197.87,248.92,494.72,215.93,135.92,111.17,47.84,48.45,123.92,180.98,80.93,149.46,78.59
2022-05-06,274.73,468.7,64.74,149.56,170.69,26.07,180.97,110.0,299.71,179.92,156.0,39.58,377.46,95.34,377.49,294.31,172.94,865.65,155.27,121.0,148.9,91.69,135.84,203.77,2295.45,96.83,65.61,449.43,9.48,186.75,157.28,170.41,202.82,14.21,176.37,20.03,195.43,250.78,499.62,214.65,137.67,102.45,48.27,49.04,123.72,164.81,74.57,149.53,78.23
2022-05-09,264.58,453.98,64.61,151.31,159.25,23.05,173.1,97.53,252.72,181.43,155.61,38.26,364.53,86.36,340.04,297.03,153.09,787.11,143.29,107.91,133.31,84.46,119.37,196.21,2175.78,87.77,56.56,438.84,7.46,169.5,152.06,171.7,193.0,13.37,177.33,19.55,193.96,247.49,486.42,206.29,134.44,88.83,48.62,48.64,121.86,143.69,68.63,152.38,72.97
2022-05-10,269.5,449.97,64.01,149.18,160.78,23.67,177.66,98.31,250.49,182.01,154.79,38.7,364.75,88.73,335.39,291.16,150.29,800.04,143.76,107.24,132.95,85.02,116.13,197.65,2177.18,83.87,56.98,439.13,7.29,175.95,154.51,171.49,193.58,13.35,177.09,19.36,194.77,245.68,488.01,202.99,129.13,91.57,48.13,49.49,118.89,151.88,70.29,149.12,73.31
2022-05-11,260.55,446.48,64.31,147.62,163.16,22.57,166.37,97.87,242.25,177.46,152.61,37.27,364.03,87.92,318.59,282.96,136.57,734.0,132.88,97.45,129.39,86.79,116.15,188.74,2107.44,78.72,54.81,440.41,6.71,166.3,146.5,170.66,196.72,12.83,176.13,19.43,192.02,244.43,486.15,205.21,130.75,84.46,47.88,49.45,118.14,137.4,67.6,146.41,72.44
2022-05-12,255.35,450.78,64.51,147.48,164.71,23.29,174.31,98.83,245.63,178.65,151.99,35.56,362.98,87.06,353.51,289.69,137.63,728.0,140.6,99.99,123.14,86.3,115.94,191.24,2138.61,87.5,56.73,434.59,7.34,161.75,142.56,170.4,193.97,12.44,177.87,19.72,192.92,244.19,478.8,203.03,132.9,87.69,48.06,50.39,118.04,139.81,69.84,149.59,73.28
2022-05-13,261.12,452.83,65.72,148.05,167.87,24.39,187.64,108.86,286.03,178.04,153.62,38.21,366.69,95.12,402.48,296.03,153.23,769.59,158.36,118.54,127.2,88.86,121.45,198.62,2261.1,97.84,66.38,435.17,8.34,177.06,147.11,173.72,199.23,13.5,176.85,19.84,193.53,245.04,485.4,204.33,133.6,97.7,48.18,49.92,119.09,156.29,79.17,149.3,75.05
2022-05-16,261.5,458.08,65.96,148.21,173.01,23.59,186.51,97.19,252.0,179.77,155.12,37.1,374.45,94.24,359.95,295.99,140.08,724.37,144.51,109.4,124.05,90.95,114.44,200.04,2216.21,93.26,57.36,437.55,8.04,172.64,145.54,175.47,197.81,13.05,178.08,20.28,193.96,244.04,489.22,207.19,135.03,89.37,49.04,50.67,118.26,146.39,74.49,150.5,74.63
2022-05-17,266.82,459.28,65.78,131.35,174.03,24.2,190.56,95.05,247.28,183.14,154.68,38.1,384.26,102.47,372.64,300.95,141.78,761.61,145.81,108.37,132.05,92.11,117.5,202.62,2307.37,97.66,56.27,441.0,8.36,181.77,149.24,174.46,204.0,13.53,178.82,20.57,199.06,241.63,492.53,213.09,138.37,87.48,48.94,51.34,122.18,147.27,75.25,152.34,76.4
2022-05-18,254.08,454.87,61.2,122.43,168.06,22.46,177.19,88.07,229.97,172.23,145.04,35.83,368.67,96.28,360.62,285.18,128.09,709.81,137.76,101.63,125.52,90.65,108.03,192.24,2142.25,94.84,53.36,434.33,8.01,169.38,140.82,163.65,199.99,12.78,175.5,20.23,193.87,231.05,471.38,207.94,132.94,78.77,48.89,50.4,120.09,138.5,72.76,148.93,75.2
2022-05-19,253.14,448.5,60.0,119.07,166.86,23.24,183.48,96.525,245.33,167.39,141.7,36.12,364.62,96.67,391.33,287.76,132.3,709.42,146.82,114.42,127.14,91.14,114.17,191.29,2146.38,96.87,58.0,425.62,8.31,171.24,137.35,161.2,197.37,12.85,173.94,20.21,192.65,229.0,478.55,206.76,129.66,83.03,49.1,50.65,118.31,142.64,78.18,146.96,75.74
2022-05-20,252.56,443.33,60.98,119.2,167.82,23.35,186.35,94.79,248.1,171.04,141.79,35.4,313.31,93.5,363.85,287.19,136.89,663.9,141.49,118.63,120.7,91.86,112.55,193.54,2151.82,94.2,55.69,424.15,8.08,166.94,137.59,162.21,199.03,12.5,176.98,20.4,189.75,233.91,485.73,197.82,128.48,84.22,49.53,52.47,117.34,148.74,76.75,143.83,75.25
2022-05-23,260.65,456.77,62.86,122.6,171.72,23.78,187.44,93.93,244.05,174.39,145.05,36.0,335.36,95.07,368.49,286.03,138.17,674.9,138.85,114.66,124.07,93.89,113.28,196.23,2151.14,91.77,56.75,433.03,8.01,168.98,143.11,165.6,207.56,12.83,179.44,20.74,189.58,238.0,492.08,204.15,131.17,83.51,49.67,52.88,124.6,149.27,78.27,144.38,75.46
2022-05-24,259.62,471.1,64.02,124.13,172.64,21.55,180.34,85.81,223.61,174.11,147.63,35.21,337.03,91.16,324.84,287.92,127.81,628.16,129.63,104.32,119.4,94.4,106.24,181.28,2082.0,79.16,50.5,442.78,7.55,161.54,140.36,167.82,202.63,12.42,181.4,21.16,189.96,244.52,497.56,205.65,133.8,78.86,50.68,53.41,126.36,139.87,71.73,145.75,74.52
2022-05-25,262.52,467.62,64.07,123.37,175.41,22.04,187.83,88.73,230.79,173.86,145.21,35.98,342.97,92.65,333.11,293.57,132.58,658.8,132.77,111.74,122.06,96.3,110.4,183.83,2135.5,84.79,51.96,447.54,7.96,169.75,140.52,168.97,203.84,12.71,179.62,21.3,190.44,244.01,498.09,209.31,134.39,82.57,51.24,53.71,127.24,146.64,77.7,145.79,74.53
2022-05-26,265.9,467.43,64.3,126.0,176.59,23.1,191.4,89.63,233.06,178.38,146.48,37.42,347.51,98.75,351.32,302.81,142.13,707.73,126.8,116.2,127.73,96.64,114.3,191.63,2221.55,88.54,56.05,447.99,8.36,178.51,143.78,170.11,208.55,13.12,179.46,21.32,193.1,248.09,502.23,212.99,136.89,81.21,50.99,53.99,129.44,155.84,80.81,147.04,77.01
2022-05-27,273.24,470.76,64.68,128.48,178.28,23.67,195.19,98.07,250.06,182.53,148.72,38.57,360.73,102.26,369.04,308.46,160.0,759.63,129.91,125.3,132.23,97.59,120.5,195.13,2302.93,96.47,58.91,450.56,8.85,188.11,149.64,171.77,212.88,13.63,181.09,21.29,196.35,251.87,507.11,217.14,139.27,86.06,51.4,53.91,131.27,166.82,86.24,149.51,78.76
2022-05-31,271.87,467.97,63.38,128.63,174.66,23.2,197.44,95.39,237.15,182.25,147.88,38.68,357.78,101.86,375.12,302.75,153.09,758.26,127.65,118.24,131.4,96.0,120.87,193.64,2404.19,94.9,56.0,440.11,8.68,186.72,148.84,167.75,212.17,13.68,179.53,21.29,193.62,252.21,496.78,215.85,138.84,83.05,51.29,53.04,132.23,159.99,83.91,149.29,78.29
2022-06-01,272.42,464.25,63.07,125.45,176.32,22.94,192.91,97.5,241.81,180.23,145.64,38.27,352.15,101.22,361.53,297.19,148.94,740.37,126.15,115.67,130.65,97.84,116.72,188.64,2433.68,90.77,55.11,439.3,8.46,183.2,148.71,166.49,209.93,13.55,177.71,21.22,191.91,249.28,492.55,217.57,139.43,84.43,51.4,52.37,129.91,161.45,82.12,146.42,77.52
2022-06-02,274.58,462.87,63.73,127.51,176.0,24.74,205.09,110.08,286.7,184.07,147.21,38.87,361.08,108.59,398.87,305.87,160.84,775.0,138.24,127.16,140.5,97.67,121.26,198.86,2510.22,95.85,57.9,441.11,9.3,195.92,151.21,166.68,215.05,13.89,177.15,21.19,197.04,250.38,492.26,220.0,140.15,93.68,51.29,52.68,132.0,174.02,87.63,148.18,78.0
2022-06-03,270.02,478.37,62.97,125.32,177.6,24.15,198.98,105.44,273.13,185.49,145.89,37.61,361.0,106.3,353.66,305.08,156.93,703.55,129.82,127.39,139.25,99.09,119.83,190.78,2447.0,87.28,54.54,442.69,8.94,187.2,145.38,164.85,212.65,13.5,176.42,20.9,194.82,248.36,485.61,222.9,141.18,98.38,50.81,53.2,130.16,162.1,83.78,145.97,76.97
2022-06-06,268.75,478.86,62.87,124.87,176.83,24.73,197.14,103.16,274.59,187.11,145.32,37.83,362.91,105.65,360.62,303.89,158.57,714.84,128.07,129.15,139.24,98.84,122.02,194.25,124.79,89.53,53.91,443.41,8.98,187.86,146.14,165.54,212.94,13.46,176.4,20.94,195.19,248.07,490.18,223.63,142.88,95.0,51.24,53.26,129.73,168.97,84.26,146.21,77.0
2022-06-07,272.5,492.06,63.25,123.37,180.2,25.3,198.61,108.06,295.59,185.51,146.94,38.37,367.84,105.28,380.74,301.77,162.81,716.66,131.26,136.22,140.82,103.37,122.9,195.65,123.0,93.42,54.73,456.3,9.13,189.26,148.71,166.56,214.5,13.74,178.34,21.14,197.62,248.94,497.1,227.1,142.78,99.74,51.65,53.96,130.07,176.68,87.74,146.87,78.0
2022-06-08,270.41,472.45,62.89,122.3,181.13,25.83,202.83,107.35,299.01,179.44,145.11,37.69,355.02,101.9,391.47,297.53,165.57,725.6,135.57,135.02,139.63,104.59,123.77,196.64,121.18,101.88,55.06,443.41,9.18,186.48,147.96,165.73,213.5,13.53,177.28,21.05,194.52,245.61,493.53,229.8,140.83,102.19,51.55,53.47,128.0,178.84,90.1,145.42,77.16
2022-06-09,264.79,462.92,61.8,121.02,177.52,25.44,192.77,103.64,290.38,176.55,142.49,36.65,345.33,98.8,371.39,299.86,160.42,719.12,133.23,128.04,133.73,102.33,115.72,184.0,116.15,92.37,51.6,432.72,8.68,180.48,142.64,162.78,206.11,13.28,173.71,20.88,192.01,242.16,489.43,223.67,137.96,94.92,50.94,51.78,125.31,173.55,87.36,144.18,74.78
2022-06-10,252.99,463.82,61.41,121.7,175.4,23.72,182.94,96.2,268.71,173.05,141.95,35.01,335.23,94.82,348.43,289.24,153.61,696.69,122.42,117.85,127.0,100.46,108.91,175.57,109.65,82.71,47.36,430.19,8.26,169.74,137.13,162.52,199.51,12.75,172.55,20.69,186.28,237.38,484.63,215.18,136.19,90.12,50.82,49.97,119.55,169.32,65.93,137.65,71.23
2022-06-13,242.26,460.68,61.34,119.41,167.33,21.57,169.69,86.14,239.0,172.72,138.15,32.28,324.9,86.99,312.94,283.16,140.98,647.21,113.3,105.8,115.86,95.85,98.93,164.26,103.67,73.25,41.59,423.93,7.64,156.47,131.88,159.74,192.26,11.81,170.81,19.76,184.42,238.47,469.7,206.88,135.11,81.66,49.59,47.91,115.99,154.52,59.12,136.37,67.72
