date,MSFT,NOC,KO,WMT,CVX,UBER,NFLX,DDOG,MDB,UPS,PG,GM,DE,AMD,SHOP,HD,ZS,TSLA,SNOW,BILL,BA,XOM,ABNB,META,AMZN,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2020-01-02,160.62,355.7,54.99,118.94,121.43,30.99,329.81,36.7,134.33,116.79,123.41,37.38,176.86,49.1,407.81,219.66,47.33,430.26,,38.7,333.32,70.9,,209.78,1898.01,137.1,17.03,399.37,,239.91,300.35,135.82,191.12,9.42,145.97,38.86,180.79,200.79,292.5,150.53,135.42,117.31,61.05,39.14,141.09,49.44,75.9,180.0,11.93
2020-01-03,158.62,375.01,54.69,117.89,121.01,31.37,325.9,37.42,135.29,116.72,122.58,36.32,175.55,48.6,404.29,218.93,47.38,443.01,,38.01,332.76,70.33,,208.67,1874.97,137.51,17.17,413.74,,236.07,297.43,135.63,189.6,9.21,144.28,39.06,178.86,200.08,289.54,148.44,134.34,118.29,60.4,38.93,138.34,50.75,75.56,178.45,11.97
2020-01-06,159.03,375.83,54.67,117.65,120.6,31.58,335.83,39.9,140.5,116.2,122.75,35.84,176.81,48.39,413.33,219.96,48.7,451.54,,37.51,333.74,70.87,,212.6,1902.88,143.37,17.69,413.11,,237.06,299.8,136.15,189.19,9.16,144.1,39.1,177.51,202.33,291.55,148.34,134.1,123.43,60.27,38.88,138.23,55.11,75.39,178.62,12.14
2020-01-07,157.58,374.97,54.25,116.56,119.06,32.81,330.75,40.06,138.86,116.0,121.99,35.15,173.74,48.25,414.5,218.52,48.4,469.06,,36.52,337.28,70.29,,213.06,1906.86,138.19,17.67,414.5,,239.93,298.39,134.01,188.69,9.25,144.98,39.25,177.61,202.63,289.79,146.38,134.19,122.89,59.6,38.75,135.88,54.75,75.24,177.9,12.05
2020-01-08,160.09,370.29,54.35,116.16,117.7,33.93,339.26,39.95,140.27,116.66,122.51,34.65,175.9,47.83,418.1,221.79,50.75,492.14,,37.89,331.37,69.23,,215.22,1891.97,134.64,17.78,411.03,,240.38,303.19,134.7,191.92,9.25,144.96,39.37,177.76,205.91,295.9,147.68,135.31,125.55,59.71,39.06,136.94,55.66,76.27,180.63,11.94
2020-01-09,162.09,372.36,55.34,117.36,117.51,33.97,335.66,40.21,149.96,116.93,123.85,35.08,177.6,48.97,430.2,225.19,54.0,481.34,,38.86,336.34,69.76,,218.3,1901.05,133.79,17.02,414.93,,243.02,309.63,134.79,193.25,9.26,145.39,38.8,179.07,208.35,294.22,147.31,136.74,128.52,58.85,38.89,137.44,55.94,75.8,181.2,11.91
2020-01-10,161.34,374.39,55.53,116.38,116.44,34.01,329.05,40.16,149.23,115.87,123.97,34.65,173.43,48.17,429.17,224.22,55.0,478.15,,39.49,329.92,69.14,,218.06,1883.16,128.4,17.48,413.83,,244.32,310.33,134.53,193.77,9.25,145.06,38.57,178.68,207.27,295.13,146.13,136.69,129.39,58.99,39.49,136.07,57.2,74.83,180.47,11.67
2020-01-13,163.28,376.83,56.13,115.88,116.66,34.14,338.92,40.94,152.91,116.75,124.88,34.98,174.74,48.75,440.25,223.34,59.62,524.86,,41.08,330.22,69.8,,221.91,1891.3,133.93,18.36,419.02,,251.98,316.96,136.53,195.33,9.24,145.7,38.1,181.27,206.51,285.85,146.82,136.6,131.16,59.15,39.41,137.2,58.97,74.15,180.92,12.12
2020-01-14,162.13,374.67,56.0,116.18,116.3,34.84,338.69,39.27,152.83,117.27,124.69,35.15,173.67,48.21,441.22,222.81,59.54,537.92,,41.07,332.35,69.2,,219.06,1869.44,133.42,18.7,416.14,,247.28,312.68,136.85,196.05,9.29,146.52,38.09,180.45,207.32,288.24,146.68,135.82,129.03,59.04,40.07,138.8,59.24,72.8,181.37,12.03
2020-01-15,163.18,380.26,56.7,115.28,116.13,35.01,339.07,40.23,152.38,117.93,125.96,35.15,172.92,48.55,448.51,224.59,59.99,518.5,,40.1,329.8,69.09,,221.15,1862.02,132.5,18.85,420.95,,245.57,311.34,139.2,199.8,9.19,147.01,37.87,180.73,209.77,296.41,145.57,136.62,128.57,59.1,40.67,136.72,60.25,73.03,179.78,11.87
2020-01-16,166.17,383.78,56.82,115.9,116.89,34.68,338.62,40.61,151.9,118.61,126.07,35.55,175.47,49.77,451.3,228.82,61.82,513.49,,41.48,332.0,68.82,,221.77,1877.94,131.07,18.96,425.7,,248.93,315.24,139.61,200.95,9.17,148.2,38.03,182.26,210.85,300.74,147.87,137.98,128.4,59.67,40.61,137.25,62.24,73.08,181.01,11.84
2020-01-17,167.1,379.97,56.94,114.96,115.58,35.13,339.67,41.19,149.39,118.6,126.41,35.6,176.2,50.93,454.88,231.91,59.43,510.5,,43.7,324.15,68.56,,222.14,1864.72,130.38,18.6,425.66,,249.28,318.73,141.26,204.7,9.16,149.17,38.38,183.23,211.98,298.47,147.78,138.31,125.83,60.13,40.51,138.2,63.45,72.53,181.35,11.81
2020-01-21,166.5,378.13,57.17,115.59,113.31,37.6,338.11,41.13,148.68,117.39,126.09,34.99,172.56,51.05,465.44,232.95,60.51,547.2,,43.82,313.37,67.58,,221.44,1892.0,136.63,18.0,426.15,,247.94,316.57,141.86,207.29,9.21,149.27,38.52,180.93,211.16,300.53,145.85,139.17,125.26,60.32,40.34,136.84,62.24,73.13,179.39,11.66
2020-01-22,165.7,375.32,57.61,116.1,112.9,37.04,326.0,42.24,149.96,117.26,126.31,34.91,171.16,51.43,464.76,232.9,59.92,569.56,,46.52,309.0,67.19,,221.32,1887.46,132.43,18.05,424.42,,250.11,317.7,143.38,207.9,9.16,148.25,39.04,180.05,211.44,300.59,142.63,143.89,125.02,60.48,40.19,136.68,62.57,74.42,178.03,11.37
2020-01-23,166.72,381.5,57.83,115.81,113.1,37.4,349.6,42.81,148.57,116.93,124.99,34.88,172.06,51.71,469.25,233.65,59.31,572.2,,46.27,317.79,66.77,,219.76,1884.58,134.07,18.17,428.78,,252.86,319.23,143.65,206.52,9.14,148.53,38.63,179.58,213.42,299.46,142.75,142.87,127.84,60.51,40.71,136.54,61.55,74.33,177.74,11.77
2020-01-24,165.04,381.64,57.68,114.37,111.85,36.8,353.16,42.05,152.11,116.66,125.14,34.31,170.12,50.35,465.48,232.0,57.8,564.82,,47.23,323.05,66.32,,217.94,1861.64,130.09,17.77,432.5,,250.48,318.31,142.92,205.0,9.0,148.32,38.5,177.13,211.24,292.81,140.38,140.56,129.66,60.28,39.82,133.15,59.25,74.18,178.15,11.71
2020-01-27,162.28,379.07,57.48,115.86,110.39,36.3,342.88,41.255,148.77,114.92,125.69,33.41,163.28,49.26,451.11,231.19,56.04,558.02,,46.58,316.6,64.74,,214.87,1828.34,126.21,17.82,432.38,,240.2,308.95,142.14,201.69,8.89,148.75,38.25,173.54,209.34,284.09,135.73,138.62,125.82,59.91,40.16,132.03,58.06,72.77,175.63,11.44
2020-01-28,165.46,381.84,57.01,116.6,111.12,37.01,348.52,42.16,152.57,115.37,126.03,33.64,162.98,50.53,467.66,233.86,56.5,566.9,,48.26,316.56,64.65,,217.79,1853.25,129.61,18.08,437.17,,247.97,317.69,142.44,202.85,8.97,149.5,38.58,175.46,210.39,285.87,136.74,139.55,127.47,60.7,38.14,134.43,59.07,74.93,165.58,11.73
2020-01-29,168.04,382.65,57.01,115.89,110.37,36.99,343.16,43.92,159.31,115.76,125.06,33.6,160.16,47.51,471.67,234.02,57.13,580.99,,48.69,322.02,64.11,,223.23,1858.0,128.88,17.59,433.84,,245.54,324.34,141.73,204.86,8.86,150.54,37.05,175.67,214.44,282.9,135.78,137.69,129.0,59.53,37.58,134.23,60.26,76.92,162.0,12.94
2020-01-30,172.78,384.87,58.86,116.58,111.4,36.68,347.74,47.04,167.43,108.0,125.95,33.33,161.11,48.78,476.88,232.79,57.69,640.81,,48.5,323.3,64.79,,209.53,1870.68,130.64,18.32,435.9,,245.81,323.87,143.83,208.21,8.84,150.36,37.43,178.34,216.18,280.98,135.37,136.77,132.94,59.36,37.07,135.89,62.45,79.11,162.51,12.73
2020-01-31,170.23,374.57,58.4,114.49,107.14,36.29,345.09,46.21,163.91,103.52,124.62,33.39,158.58,47.0,465.66,228.1,56.09,650.57,,50.32,318.27,62.12,,201.91,2008.72,120.95,17.86,428.12,,236.43,309.51,142.02,198.97,8.82,148.87,37.62,173.22,213.97,272.45,131.35,143.73,128.05,59.44,37.24,132.36,61.09,78.51,158.66,12.45
2020-02-03,174.38,363.75,58.58,114.27,106.28,37.59,358.0,45.26,163.33,102.03,125.11,33.72,158.29,48.02,469.39,231.54,56.82,780.0,,51.45,316.0,60.73,,204.19,2004.2,127.5,17.69,423.86,,240.33,308.66,142.51,200.81,8.98,150.17,36.96,171.32,215.18,274.02,129.77,146.27,129.35,58.05,37.51,133.37,61.08,80.63,156.59,12.26
2020-02-04,180.12,361.81,58.84,115.27,106.85,38.53,369.01,47.6,172.15,103.38,125.66,34.37,164.43,49.45,485.46,235.0,58.88,887.06,,52.9,317.94,59.97,,209.83,2049.67,131.03,17.93,430.78,,247.13,318.85,143.22,203.56,9.18,151.6,37.63,175.21,214.62,280.84,133.51,149.11,134.76,58.29,37.69,135.29,63.555,82.02,157.24,12.58
2020-02-05,179.9,367.8,58.85,116.81,110.28,36.81,369.67,45.73,163.21,106.04,126.81,35.03,168.35,49.84,475.56,238.11,58.51,734.7,,49.64,329.55,62.73,,210.11,2039.87,125.94,18.0,435.19,,250.76,321.45,144.3,202.81,8.31,153.99,37.81,176.9,214.37,295.73,137.44,156.33,129.67,59.13,38.17,137.59,61.815,80.74,162.33,12.86
2020-02-06,183.63,363.75,58.99,116.31,109.49,37.09,366.95,46.05,163.61,106.51,127.14,34.33,168.86,49.32,472.98,238.84,58.4,748.96,,48.51,341.43,61.88,,210.85,2050.23,126.16,17.77,438.97,,254.25,325.21,144.33,203.04,8.25,153.53,38.44,176.35,212.87,292.46,137.25,156.76,130.09,59.44,38.26,137.61,62.19,81.44,162.89,12.95
2020-02-07,183.89,361.42,59.19,116.45,108.94,40.63,366.77,47.18,164.11,103.12,126.08,33.63,167.45,49.73,478.69,237.3,58.97,748.07,,55.81,336.75,61.47,,212.33,2079.28,124.25,18.17,439.17,,251.59,320.03,145.37,202.74,8.11,151.89,38.45,175.28,211.61,289.22,133.37,153.41,132.79,59.94,38.05,137.17,62.09,83.16,160.08,12.83
2020-02-10,188.7,363.29,59.75,115.25,109.79,40.01,371.07,47.95,166.25,103.07,126.17,34.25,168.24,52.26,491.69,240.61,60.84,771.28,,59.23,344.67,59.96,,213.06,2133.91,132.21,18.34,439.76,,262.97,321.55,145.66,205.99,8.06,151.86,38.34,176.95,213.21,287.03,134.32,154.43,135.76,60.24,37.81,137.74,63.3,84.61,160.15,12.91
2020-02-11,184.44,368.04,59.59,115.4,111.21,41.27,373.69,47.81,166.81,104.87,124.16,35.01,170.26,53.8,492.75,241.64,60.92,774.38,,60.65,344.42,60.53,,207.19,2150.8,137.0,18.37,439.85,,267.89,319.61,146.08,203.94,8.1,151.99,38.17,179.15,215.73,290.79,136.19,153.48,137.27,58.69,38.09,138.0,65.19,85.33,162.45,12.85
2020-02-12,184.71,367.73,59.41,115.85,112.04,41.25,380.01,50.01,170.59,105.54,123.45,35.49,171.83,53.89,531.25,241.59,60.48,767.29,,62.94,347.45,61.27,,210.76,2160.0,138.29,17.82,436.6,,272.54,327.2,146.08,207.44,8.24,151.09,38.04,181.18,217.46,303.48,139.59,155.31,137.58,58.23,37.74,138.0,65.08,87.33,163.8,13.16
2020-02-13,183.71,368.0,59.61,117.44,111.66,40.09,381.4,48.5,169.91,105.24,124.96,35.29,170.76,54.53,532.97,242.36,61.9,804.0,,62.13,342.82,60.93,,213.14,2149.87,139.05,18.07,434.7,,270.78,324.87,146.47,207.4,8.25,150.09,38.31,180.12,217.42,302.2,139.72,154.31,135.31,58.65,36.93,137.88,65.31,88.03,159.76,12.94
2020-02-14,185.35,370.94,59.95,117.89,110.08,39.66,380.4,47.03,171.33,105.95,126.14,34.76,168.07,55.31,531.22,245.03,62.11,800.03,,61.77,340.49,60.65,,214.18,2134.87,130.25,17.75,437.85,,289.79,324.95,146.99,210.29,8.1,150.13,38.25,180.81,217.09,298.78,137.99,150.7,137.03,58.51,36.51,137.46,64.85,89.41,161.01,12.83
2020-02-18,187.23,372.42,59.53,119.63,110.24,40.18,387.78,47.08,176.9,106.42,124.87,34.41,166.3,56.89,536.41,243.94,63.86,858.4,,59.33,338.88,59.88,,217.8,2155.67,127.15,17.5,435.55,,296.57,319.0,145.6,211.2,8.06,149.14,38.26,179.42,216.15,302.14,136.58,151.1,137.9,57.91,36.32,135.64,66.04,90.76,158.88,12.75
2020-02-19,187.28,366.15,59.77,117.68,110.74,41.05,386.19,47.3,180.09,106.76,125.44,34.92,164.93,58.9,543.21,243.64,65.17,917.42,,62.78,338.3,60.34,,217.49,2170.22,126.56,18.01,434.48,,314.7,323.62,145.53,213.31,8.0,148.94,38.44,180.86,215.63,305.31,136.86,150.86,139.5,58.22,36.23,137.49,66.03,91.49,159.34,12.61
2020-02-20,184.42,363.25,59.72,117.69,109.81,40.92,386.0,45.99,178.1,106.48,126.58,35.29,165.83,57.27,535.58,247.02,65.18,899.41,,60.11,336.28,59.86,,214.58,2153.1,124.08,20.3,425.97,,308.7,320.3,145.16,211.45,8.03,148.37,38.61,180.7,215.08,302.13,136.93,151.22,138.55,58.09,35.85,137.49,63.38,90.31,158.56,12.53
2020-02-21,178.59,365.01,60.13,118.58,109.01,40.72,380.07,45.68,164.9,102.94,126.7,34.65,177.43,53.28,520.66,245.34,54.51,901.0,,56.28,330.38,59.13,,210.18,2095.97,119.38,21.02,427.8,,294.07,313.05,145.85,208.81,7.89,149.93,38.55,179.88,215.87,301.43,137.21,149.84,133.59,58.2,35.72,135.81,60.93,88.73,156.93,12.25
2020-02-24,170.89,359.39,58.65,116.32,104.71,38.31,368.7,44.96,153.85,98.49,123.3,33.09,171.86,49.12,490.96,239.7,51.86,833.79,,55.24,317.9,56.36,,200.72,2009.29,116.99,19.81,419.35,,273.28,298.18,142.64,198.79,7.57,145.91,38.05,175.27,213.52,277.79,132.17,146.43,126.8,57.99,34.67,132.16,58.08,86.37,152.55,11.86
2020-02-25,168.07,339.97,57.82,114.39,100.71,35.89,360.09,44.31,149.38,93.9,121.43,31.75,166.65,47.57,466.46,237.38,50.41,799.91,,55.23,304.14,54.2,,196.77,1972.74,118.67,20.29,400.36,,262.05,288.08,141.1,188.4,7.23,144.65,37.35,167.8,212.1,263.39,129.0,141.71,122.97,57.12,33.93,126.26,57.74,83.06,146.85,11.32
2020-02-26,170.17,334.32,57.6,113.78,98.04,34.45,379.24,43.91,151.26,93.73,120.16,32.0,166.92,47.49,471.18,235.28,51.33,778.8,,56.88,305.59,53.01,,197.2,1979.59,112.71,22.11,400.9,,267.65,292.65,141.98,187.21,7.21,143.68,37.1,167.18,210.1,263.0,128.25,139.75,127.82,57.14,34.72,126.64,58.46,83.58,148.96,10.95
2020-02-27,158.18,331.57,54.93,110.4,94.13,32.45,371.71,45.89,150.185,90.24,113.5,30.71,159.99,44.01,438.37,224.73,49.74,679.0,,53.42,287.76,49.82,,189.75,1884.3,110.03,21.94,384.6,,252.6,273.52,136.37,180.01,6.97,139.12,35.73,159.55,201.0,253.92,123.27,133.11,123.83,55.06,34.1,121.37,57.5,83.21,150.16,10.39
2020-02-28,162.01,328.84,53.49,107.68,93.34,33.87,369.03,45.15,152.5,90.49,113.23,30.5,156.48,45.48,463.31,217.84,51.99,667.99,,56.76,275.11,51.44,,192.47,1883.75,113.67,21.3,369.87,,270.07,273.36,132.03,181.76,6.96,134.48,35.22,162.17,194.17,254.96,124.24,130.15,128.06,54.16,33.42,116.11,59.64,86.31,149.24,10.88
2020-03-02,172.79,335.99,55.92,115.88,96.59,32.85,381.05,44.79,155.64,92.75,119.56,31.42,163.92,47.46,488.4,229.94,52.78,743.62,,60.5,289.27,53.88,,196.44,1953.95,114.67,22.08,381.35,,276.43,298.81,137.58,192.33,7.2,140.02,37.18,164.24,202.55,273.11,127.6,134.3,133.43,57.32,34.88,121.52,59.13,87.96,153.02,11.21
2020-03-03,164.51,329.38,56.06,112.91,94.39,33.04,368.77,43.4,155.16,91.3,118.17,30.52,157.78,46.75,476.94,227.94,51.33,745.51,,58.68,280.62,51.3,,185.89,1908.99,108.62,22.08,377.4,,265.89,289.32,135.58,185.73,6.97,135.59,36.3,161.89,199.51,261.4,124.38,128.9,131.34,55.7,34.3,116.96,56.48,85.81,145.24,10.88
2020-03-04,170.55,346.97,58.92,116.77,98.53,34.53,383.79,44.525,159.32,95.82,124.5,31.53,163.07,50.11,512.23,241.08,53.39,749.5,,58.76,283.12,52.42,,191.76,1975.83,109.61,22.7,402.03,,284.51,302.74,142.39,194.29,7.08,143.48,38.18,171.19,207.02,289.42,127.4,134.22,131.34,58.12,36.4,119.85,57.2,89.55,153.98,10.95
2020-03-05,166.27,327.78,56.74,115.92,97.19,32.21,372.78,47.3,159.06,92.99,121.63,30.1,159.07,48.11,498.22,234.81,53.36,724.54,,58.45,260.37,50.11,,185.17,1924.03,106.44,23.35,384.7,,273.29,292.92,138.1,186.96,6.74,142.01,37.18,164.92,198.32,282.96,121.97,129.55,129.05,57.16,35.46,113.97,55.92,88.6,151.41,10.08
2020-03-06,161.57,328.96,55.26,117.23,95.32,31.68,368.97,43.62,150.11,94.0,121.66,28.69,164.04,48.59,472.07,228.51,49.39,703.48,,53.63,262.33,47.69,,181.09,1901.09,102.02,22.77,382.47,,266.04,289.03,137.26,184.36,6.49,142.03,37.03,164.03,198.86,283.87,121.41,127.73,125.97,56.87,35.02,108.08,51.96,84.02,153.65,9.4
2020-03-09,150.62,313.28,51.86,117.16,80.67,28.17,346.49,38.82,127.85,87.18,116.06,24.69,150.0,43.27,418.32,210.46,43.94,608.0,,44.72,227.17,41.86,,169.5,1800.61,96.26,20.74,352.03,,245.44,266.17,130.16,171.13,5.9,136.44,34.69,152.86,186.86,273.44,104.07,117.81,114.85,55.83,33.76,93.44,45.74,77.63,144.06,8.21
2020-03-10,160.92,334.89,53.66,119.79,84.98,28.97,364.13,38.0,133.85,92.82,120.55,27.12,154.99,45.38,450.34,225.7,47.01,645.33,,48.04,231.01,43.41,,178.19,1891.82,97.3,21.11,367.17,,261.08,285.34,134.14,182.6,6.26,141.64,35.85,161.69,199.86,280.0,106.49,124.77,119.21,56.52,34.59,100.7,46.91,79.82,153.3,8.85
2020-03-11,153.63,317.85,52.21,114.43,83.03,26.24,349.92,35.56,123.85,87.99,111.59,26.0,145.88,45.7,422.31,212.89,42.88,634.23,,45.05,189.08,41.98,,170.24,1820.86,90.63,20.59,356.93,,246.47,275.43,129.75,172.95,5.9,131.8,34.52,153.39,188.25,277.78,100.69,117.97,114.75,54.83,32.17,95.96,42.85,75.0,147.24,8.21
2020-03-12,139.06,290.5,47.16,104.05,76.26,22.61,315.25,33.1,111.55,86.17,101.84,23.04,130.39,39.01,377.78,190.59,39.5,560.55,,40.12,154.84,37.18,,154.47,1676.61,78.81,19.16,311.38,,216.31,248.23,115.34,160.08,5.35,125.41,31.33,134.85,170.13,250.41,92.26,102.81,106.08,51.2,30.02,88.05,37.82,68.68,133.58,7.23
2020-03-13,158.83,314.5,48.47,114.1,83.42,22.6,336.295,35.26,115.17,94.23,114.07,24.71,138.96,43.9,390.9,205.67,41.89,546.62,,39.95,170.2,38.12,,170.28,1785.0,80.95,19.06,328.59,,240.84,277.97,127.45,175.83,5.63,134.29,34.47,149.41,177.13,272.04,99.64,107.95,107.29,54.17,32.71,103.91,39.55,77.32,141.68,7.85
2020-03-16,135.42,282.59,45.26,106.76,69.7,20.29,298.84,28.96,98.97,87.06,108.5,21.0,120.05,38.71,322.29,164.96,41.82,445.07,,36.25,129.61,34.49,,146.01,1689.15,63.84,15.92,287.94,,196.4,242.21,113.09,152.01,5.01,127.13,31.81,135.27,149.01,225.04,93.41,99.08,96.08,50.99,30.18,88.36,33.01,72.31,130.91,6.66
2020-03-17,146.57,319.33,47.18,119.26,70.69,18.91,319.75,34.12,114.52,96.79,118.24,20.32,126.71,41.88,355.09,173.64,46.86,430.2,,33.64,124.14,36.81,,149.42,1807.84,69.46,18.69,318.83,,217.27,252.86,127.72,157.89,5.01,136.59,33.74,131.8,147.62,244.22,100.2,106.65,109.11,54.31,32.16,93.76,38.01,70.94,134.44,7.08
2020-03-18,140.4,323.0,44.85,122.58,55.05,14.82,315.47,32.08,105.73,99.26,117.45,16.8,114.21,39.12,336.83,155.63,50.17,361.22,,29.21,101.89,33.12,,146.96,1830.0,67.5,19.7,333.41,,202.82,246.67,120.92,148.48,4.5,134.96,32.85,119.61,137.3,217.06,100.12,103.55,102.06,54.32,32.36,83.89,38.63,76.61,137.02,6.6
2020-03-19,142.71,296.91,41.83,119.45,57.39,20.49,332.03,33.1,122.18,96.25,110.83,17.71,119.66,39.82,332.5,161.13,51.805,427.64,,35.69,97.71,34.43,,153.13,1880.93,74.12,20.69,314.2,,212.97,244.78,117.34,152.25,4.47,127.05,31.15,118.96,149.5,219.8,103.01,100.34,113.95,53.62,30.42,85.3,41.74,75.88,137.51,6.48
2020-03-20,137.35,284.02,38.3,113.97,59.39,21.33,332.83,33.38,120.5,93.46,102.43,18.14,111.63,39.61,346.06,152.15,53.64,427.53,,37.78,95.01,32.74,,149.73,1846.09,76.13,21.72,291.22,,205.75,229.24,103.93,146.83,4.33,119.89,28.45,112.5,148.49,206.59,95.5,95.39,115.45,51.8,29.01,83.5,49.01,79.7,124.89,6.52
2020-03-23,135.98,269.86,37.56,114.28,54.22,22.4,360.27,32.9,125.57,91.9,97.7,17.6,111.15,41.64,375.39,162.39,58.03,434.29,,37.29,105.62,31.45,,148.1,1902.83,89.46,21.41,276.8,,212.69,224.37,105.18,135.74,4.01,111.14,26.77,103.86,137.1,194.86,91.85,94.77,118.4,50.31,28.49,79.03,51.45,83.5,117.87,6.11
2020-03-24,148.34,281.28,39.45,115.03,66.55,26.39,357.32,34.49,136.43,95.26,103.27,21.11,126.0,46.22,430.0,184.72,62.14,505.0,,41.36,127.68,35.44,,160.98,1940.1,97.2,22.41,288.91,,249.18,246.88,113.84,154.53,4.95,119.18,28.09,119.51,161.95,219.8,101.34,105.48,123.97,49.99,29.7,88.43,57.33,85.0,132.72,7.01
2020-03-25,146.92,288.36,41.61,109.4,69.27,26.19,342.39,33.69,134.3,94.5,100.92,21.49,128.49,44.63,446.6,181.76,59.13,539.25,,41.11,158.73,37.29,,156.21,1885.84,94.85,21.66,319.67,,245.62,245.52,112.5,161.78,5.39,119.4,28.4,129.65,162.98,234.49,104.67,105.85,117.77,49.94,29.75,91.73,55.78,81.37,131.54,7.56
2020-03-26,156.11,321.19,44.29,109.82,76.38,28.12,362.99,34.3,133.11,99.78,107.38,22.56,139.09,47.5,447.41,195.21,60.55,528.16,,41.23,180.55,38.82,,163.34,1955.49,89.75,21.6,350.33,,257.24,258.44,120.26,168.88,5.25,126.57,30.6,137.4,167.35,255.39,110.5,112.89,123.3,53.54,31.75,98.12,58.64,83.66,136.18,8.12
2020-03-27,149.7,312.15,42.81,109.58,68.78,27.28,357.12,34.55,132.11,97.52,110.17,21.38,135.11,46.58,421.62,190.55,58.63,514.36,,38.8,162.0,36.95,,156.79,1900.1,87.45,21.96,348.38,,252.73,247.74,120.46,161.56,5.19,123.16,29.84,131.27,164.01,242.45,105.44,108.03,121.05,52.77,30.9,91.13,58.79,82.57,133.24,7.62
2020-03-30,160.23,313.72,45.0,115.19,71.95,27.83,370.96,34.75,136.43,97.84,115.0,21.32,141.23,47.86,430.38,196.1,58.84,502.13,,37.52,152.28,37.5,,165.95,1963.95,89.61,23.89,348.85,,265.59,254.81,125.48,165.57,5.03,133.01,30.23,131.75,168.13,251.28,111.71,112.93,124.94,54.77,32.67,93.5,57.72,88.14,137.74,7.89
2020-03-31,157.71,302.55,44.25,113.62,72.46,27.92,375.5,35.98,136.54,93.42,110.0,20.78,138.16,45.48,416.93,186.71,60.86,524.0,,34.2,149.14,37.97,,166.8,1949.72,87.48,23.48,338.95,,263.6,254.29,120.1,161.12,4.83,131.13,29.15,133.79,165.35,249.38,116.04,110.93,122.26,53.73,32.64,90.03,55.68,92.4,136.51,7.94
2020-04-01,152.11,306.99,42.12,114.14,68.56,25.42,364.08,34.88,126.14,90.39,109.33,19.26,133.67,43.66,384.67,178.63,61.99,481.56,,31.75,130.7,37.53,,159.6,1907.7,82.42,24.12,338.52,,243.07,240.91,118.12,153.11,4.4,128.81,28.05,129.71,158.17,237.32,111.35,105.14,119.57,52.92,31.75,84.36,54.58,92.09,133.14,7.04
2020-04-02,155.26,314.29,43.95,118.65,76.12,23.68,370.08,34.6,125.08,93.04,114.4,18.19,139.38,44.49,346.3,181.31,61.18,454.47,,30.23,123.27,40.4,,158.19,1918.83,82.53,23.06,353.96,,255.47,244.93,123.86,157.39,4.36,133.15,28.76,132.81,161.5,240.44,116.74,110.0,115.99,55.25,32.87,87.51,56.69,84.04,137.91,6.9
2020-04-03,153.83,313.61,43.83,119.48,75.11,22.82,361.76,34.69,120.47,90.0,115.08,18.04,135.52,42.59,357.65,178.7,63.4,480.01,,31.05,124.52,39.21,,154.18,1906.59,81.46,24.08,350.5,,243.91,241.41,124.59,151.85,4.24,134.17,27.46,127.45,160.33,229.49,114.67,106.34,118.94,54.7,33.64,84.05,57.82,79.0,133.79,6.73
2020-04-06,165.27,332.33,46.67,126.07,80.39,25.99,379.96,36.28,132.45,95.68,117.81,19.55,143.49,47.52,392.65,191.33,63.31,516.24,,38.3,148.77,40.47,,165.55,1997.59,89.49,23.64,367.95,,268.4,262.47,131.16,169.44,4.53,139.76,29.44,134.0,177.04,248.34,120.43,114.82,128.12,56.7,34.57,89.46,59.07,90.15,140.7,7.23
2020-04-07,163.49,325.52,46.51,121.99,80.92,25.74,372.28,35.9,131.82,92.91,112.77,21.3,142.82,47.56,378.54,192.29,62.36,545.45,,38.99,141.58,41.24,,168.83,2011.6,87.8,22.8,355.28,,259.03,259.43,130.48,168.59,4.71,137.48,30.08,135.24,175.59,248.04,121.92,114.94,125.54,56.98,33.61,90.64,59.6,87.97,144.6,7.03
2020-04-08,165.13,329.67,47.82,121.84,85.98,26.94,371.12,37.15,135.32,98.79,115.1,23.13,146.77,48.79,414.51,194.82,64.93,548.84,,44.27,146.87,43.85,,174.28,2043.0,87.81,22.84,361.41,,266.95,266.07,132.61,174.94,5.03,143.26,29.89,139.25,177.49,267.83,127.4,119.29,128.09,57.8,34.6,94.3,60.32,88.37,148.99,7.3
2020-04-09,165.14,336.65,49.0,121.8,84.31,27.11,370.72,36.95,140.34,98.69,114.66,24.06,145.75,48.38,417.74,201.53,62.59,573.0,,42.34,151.84,43.13,,175.19,2042.76,92.45,21.18,371.0,,262.95,267.99,133.63,173.69,5.37,141.23,30.73,143.43,183.7,264.13,125.03,121.5,130.96,57.44,35.39,102.76,58.15,90.63,147.78,7.14
2020-04-13,165.51,338.85,46.93,125.3,84.91,27.99,396.72,37.87,141.9,98.42,115.95,23.01,139.8,50.94,447.45,198.79,62.17,650.95,,40.26,147.33,42.76,,174.79,2168.87,96.56,23.62,369.94,,269.85,273.25,130.89,168.99,5.16,139.77,30.19,137.94,180.12,263.51,114.14,121.15,134.26,56.67,35.14,98.19,58.77,93.97,146.4,7.02
