date,MSFT,NOC,KO,WMT,CVX,UBER,NFLX,DDOG,MDB,UPS,PG,GM,DE,AMD,SHOP,HD,ZS,TSLA,SNOW,BILL,BA,XOM,ABNB,META,AMZN
2020-01-02,160.62,355.7,54.99,118.94,121.43,30.99,329.81,36.7,134.33,116.79,123.41,37.38,176.86,49.1,407.81,219.66,47.33,430.26,,38.7,333.32,70.9,,209.78,1898.01
2020-01-03,158.62,375.01,54.69,117.89,121.01,31.37,325.9,37.42,135.29,116.72,122.58,36.32,175.55,48.6,404.29,218.93,47.38,443.01,,38.01,332.76,70.33,,208.67,1874.97
2020-01-06,159.03,375.83,54.67,117.65,120.6,31.58,335.83,39.9,140.5,116.2,122.75,35.84,176.81,48.39,413.33,219.96,48.7,451.54,,37.51,333.74,70.87,,212.6,1902.88
2020-01-07,157.58,374.97,54.25,116.56,119.06,32.81,330.75,40.06,138.86,116.0,121.99,35.15,173.74,48.25,414.5,218.52,48.4,469.06,,36.52,337.28,70.29,,213.06,1906.86
2020-01-08,160.09,370.29,54.35,116.16,117.7,33.93,339.26,39.95,140.27,116.66,122.51,34.65,175.9,47.83,418.1,221.79,50.75,492.14,,37.89,331.37,69.23,,215.22,1891.97
2020-01-09,162.09,372.36,55.34,117.36,117.51,33.97,335.66,40.21,149.96,116.93,123.85,35.08,177.6,48.97,430.2,225.19,54.0,481.34,,38.86,336.34,69.76,,218.3,1901.05
2020-01-10,161.34,374.39,55.53,116.38,116.44,34.01,329.05,40.16,149.23,115.87,123.97,34.65,173.43,48.17,429.17,224.22,55.0,478.15,,39.49,329.92,69.14,,218.06,1883.16
2020-01-13,163.28,376.83,56.13,115.88,116.66,34.14,338.92,40.94,152.91,116.75,124.88,34.98,174.74,48.75,440.25,223.34,59.62,524.86,,41.08,330.22,69.8,,221.91,1891.3
2020-01-14,162.13,374.67,56.0,116.18,116.3,34.84,338.69,39.27,152.83,117.27,124.69,35.15,173.67,48.21,441.22,222.81,59.54,537.92,,41.07,332.35,69.2,,219.06,1869.44
2020-01-15,163.18,380.26,56.7,115.28,116.13,35.01,339.07,40.23,152.38,117.93,125.96,35.15,172.92,48.55,448.51,224.59,59.99,518.5,,40.1,329.8,69.09,,221.15,1862.02
2020-01-16,166.17,383.78,56.82,115.9,116.89,34.68,338.62,40.61,151.9,118.61,126.07,35.55,175.47,49.77,451.3,228.82,61.82,513.49,,41.48,332.0,68.82,,221.77,1877.94
2020-01-17,167.1,379.97,56.94,114.96,115.58,35.13,339.67,41.19,149.39,118.6,126.41,35.6,176.2,50.93,454.88,231.91,59.43,510.5,,43.7,324.15,68.56,,222.14,1864.72
2020-01-21,166.5,378.13,57.17,115.59,113.31,37.6,338.11,41.13,148.68,117.39,126.09,34.99,172.56,51.05,465.44,232.95,60.51,547.2,,43.82,313.37,67.58,,221.44,1892.0
2020-01-22,165.7,375.32,57.61,116.1,112.9,37.04,326.0,42.24,149.96,117.26,126.31,34.91,171.16,51.43,464.76,232.9,59.92,569.56,,46.52,309.0,67.19,,221.32,1887.46
2020-01-23,166.72,381.5,57.83,115.81,113.1,37.4,349.6,42.81,148.57,116.93,124.99,34.88,172.06,51.71,469.25,233.65,59.31,572.2,,46.27,317.79,66.77,,219.76,1884.58
2020-01-24,165.04,381.64,57.68,114.37,111.85,36.8,353.16,42.05,152.11,116.66,125.14,34.31,170.12,50.35,465.48,232.0,57.8,564.82,,47.23,323.05,66.32,,217.94,1861.64
2020-01-27,162.28,379.07,57.48,115.86,110.39,36.3,342.88,41.255,148.77,114.92,125.69,33.41,163.28,49.26,451.11,231.19,56.04,558.02,,46.58,316.6,64.74,,214.87,1828.34
2020-01-28,165.46,381.84,57.01,116.6,111.12,37.01,348.52,42.16,152.57,115.37,126.03,33.64,162.98,50.53,467.66,233.86,56.5,566.9,,48.26,316.56,64.65,,217.79,1853.25
2020-01-29,168.04,382.65,57.01,115.89,110.37,36.99,343.16,43.92,159.31,115.76,125.06,33.6,160.16,47.51,471.67,234.02,57.13,580.99,,48.69,322.02,64.11,,223.23,1858.0
2020-01-30,172.78,384.87,58.86,116.58,111.4,36.68,347.74,47.04,167.43,108.0,125.95,33.33,161.11,48.78,476.88,232.79,57.69,640.81,,48.5,323.3,64.79,,209.53,1870.68
2020-01-31,170.23,374.57,58.4,114.49,107.14,36.29,345.09,46.21,163.91,103.52,124.62,33.39,158.58,47.0,465.66,228.1,56.09,650.57,,50.32,318.27,62.12,,201.91,2008.72
2020-02-03,174.38,363.75,58.58,114.27,106.28,37.59,358.0,45.26,163.33,102.03,125.11,33.72,158.29,48.02,469.39,231.54,56.82,780.0,,51.45,316.0,60.73,,204.19,2004.2
2020-02-04,180.12,361.81,58.84,115.27,106.85,38.53,369.01,47.6,172.15,103.38,125.66,34.37,164.43,49.45,485.46,235.0,58.88,887.06,,52.9,317.94,59.97,,209.83,2049.67
2020-02-05,179.9,367.8,58.85,116.81,110.28,36.81,369.67,45.73,163.21,106.04,126.81,35.03,168.35,49.84,475.56,238.11,58.51,734.7,,49.64,329.55,62.73,,210.11,2039.87
2020-02-06,183.63,363.75,58.99,116.31,109.49,37.09,366.95,46.05,163.61,106.51,127.14,34.33,168.86,49.32,472.98,238.84,58.4,748.96,,48.51,341.43,61.88,,210.85,2050.23
2020-02-07,183.89,361.42,59.19,116.45,108.94,40.63,366.77,47.18,164.11,103.12,126.08,33.63,167.45,49.73,478.69,237.3,58.97,748.07,,55.81,336.75,61.47,,212.33,2079.28
2020-02-10,188.7,363.29,59.75,115.25,109.79,40.01,371.07,47.95,166.25,103.07,126.17,34.25,168.24,52.26,491.69,240.61,60.84,771.28,,59.23,344.67,59.96,,213.06,2133.91
2020-02-11,184.44,368.04,59.59,115.4,111.21,41.27,373.69,47.81,166.81,104.87,124.16,35.01,170.26,53.8,492.75,241.64,60.92,774.38,,60.65,344.42,60.53,,207.19,2150.8
2020-02-12,184.71,367.73,59.41,115.85,112.04,41.25,380.01,50.01,170.59,105.54,123.45,35.49,171.83,53.89,531.25,241.59,60.48,767.29,,62.94,347.45,61.27,,210.76,2160.0
2020-02-13,183.71,368.0,59.61,117.44,111.66,40.09,381.4,48.5,169.91,105.24,124.96,35.29,170.76,54.53,532.97,242.36,61.9,804.0,,62.13,342.82,60.93,,213.14,2149.87
2020-02-14,185.35,370.94,59.95,117.89,110.08,39.66,380.4,47.03,171.33,105.95,126.14,34.76,168.07,55.31,531.22,245.03,62.11,800.03,,61.77,340.49,60.65,,214.18,2134.87
2020-02-18,187.23,372.42,59.53,119.63,110.24,40.18,387.78,47.08,176.9,106.42,124.87,34.41,166.3,56.89,536.41,243.94,63.86,858.4,,59.33,338.88,59.88,,217.8,2155.67
2020-02-19,187.28,366.15,59.77,117.68,110.74,41.05,386.19,47.3,180.09,106.76,125.44,34.92,164.93,58.9,543.21,243.64,65.17,917.42,,62.78,338.3,60.34,,217.49,2170.22
2020-02-20,184.42,363.25,59.72,117.69,109.81,40.92,386.0,45.99,178.1,106.48,126.58,35.29,165.83,57.27,535.58,247.02,65.18,899.41,,60.11,336.28,59.86,,214.58,2153.1
2020-02-21,178.59,365.01,60.13,118.58,109.01,40.72,380.07,45.68,164.9,102.94,126.7,34.65,177.43,53.28,520.66,245.34,54.51,901.0,,56.28,330.38,59.13,,210.18,2095.97
2020-02-24,170.89,359.39,58.65,116.32,104.71,38.31,368.7,44.96,153.85,98.49,123.3,33.09,171.86,49.12,490.96,239.7,51.86,833.79,,55.24,317.9,56.36,,200.72,2009.29
2020-02-25,168.07,339.97,57.82,114.39,100.71,35.89,360.09,44.31,149.38,93.9,121.43,31.75,166.65,47.57,466.46,237.38,50.41,799.91,,55.23,304.14,54.2,,196.77,1972.74
2020-02-26,170.17,334.32,57.6,113.78,98.04,34.45,379.24,43.91,151.26,93.73,120.16,32.0,166.92,47.49,471.18,235.28,51.33,778.8,,56.88,305.59,53.01,,197.2,1979.59
2020-02-27,158.18,331.57,54.93,110.4,94.13,32.45,371.71,45.89,150.185,90.24,113.5,30.71,159.99,44.01,438.37,224.73,49.74,679.0,,53.42,287.76,49.82,,189.75,1884.3
2020-02-28,162.01,328.84,53.49,107.68,93.34,33.87,369.03,45.15,152.5,90.49,113.23,30.5,156.48,45.48,463.31,217.84,51.99,667.99,,56.76,275.11,51.44,,192.47,1883.75
2020-03-02,172.79,335.99,55.92,115.88,96.59,32.85,381.05,44.79,155.64,92.75,119.56,31.42,163.92,47.46,488.4,229.94,52.78,743.62,,60.5,289.27,53.88,,196.44,1953.95
2020-03-03,164.51,329.38,56.06,112.91,94.39,33.04,368.77,43.4,155.16,91.3,118.17,30.52,157.78,46.75,476.94,227.94,51.33,745.51,,58.68,280.62,51.3,,185.89,1908.99
2020-03-04,170.55,346.97,58.92,116.77,98.53,34.53,383.79,44.525,159.32,95.82,124.5,31.53,163.07,50.11,512.23,241.08,53.39,749.5,,58.76,283.12,52.42,,191.76,1975.83
2020-03-05,166.27,327.78,56.74,115.92,97.19,32.21,372.78,47.3,159.06,92.99,121.63,30.1,159.07,48.11,498.22,234.81,53.36,724.54,,58.45,260.37,50.11,,185.17,1924.03
2020-03-06,161.57,328.96,55.26,117.23,95.32,31.68,368.97,43.62,150.11,94.0,121.66,28.69,164.04,48.59,472.07,228.51,49.39,703.48,,53.63,262.33,47.69,,181.09,1901.09
2020-03-09,150.62,313.28,51.86,117.16,80.67,28.17,346.49,38.82,127.85,87.18,116.06,24.69,150.0,43.27,418.32,210.46,43.94,608.0,,44.72,227.17,41.86,,169.5,1800.61
2020-03-10,160.92,334.89,53.66,119.79,84.98,28.97,364.13,38.0,133.85,92.82,120.55,27.12,154.99,45.38,450.34,225.7,47.01,645.33,,48.04,231.01,43.41,,178.19,1891.82
2020-03-11,153.63,317.85,52.21,114.43,83.03,26.24,349.92,35.56,123.85,87.99,111.59,26.0,145.88,45.7,422.31,212.89,42.88,634.23,,45.05,189.08,41.98,,170.24,1820.86
2020-03-12,139.06,290.5,47.16,104.05,76.26,22.61,315.25,33.1,111.55,86.17,101.84,23.04,130.39,39.01,377.78,190.59,39.5,560.55,,40.12,154.84,37.18,,154.47,1676.61
2020-03-13,158.83,314.5,48.47,114.1,83.42,22.6,336.295,35.26,115.17,94.23,114.07,24.71,138.96,43.9,390.9,205.67,41.89,546.62,,39.95,170.2,38.12,,170.28,1785.0
2020-03-16,135.42,282.59,45.26,106.76,69.7,20.29,298.84,28.96,98.97,87.06,108.5,21.0,120.05,38.71,322.29,164.96,41.82,445.07,,36.25,129.61,34.49,,146.01,1689.15
2020-03-17,146.57,319.33,47.18,119.26,70.69,18.91,319.75,34.12,114.52,96.79,118.24,20.32,126.71,41.88,355.09,173.64,46.86,430.2,,33.64,124.14,36.81,,149.42,1807.84
2020-03-18,140.4,323.0,44.85,122.58,55.05,14.82,315.47,32.08,105.73,99.26,117.45,16.8,114.21,39.12,336.83,155.63,50.17,361.22,,29.21,101.89,33.12,,146.96,1830.0
2020-03-19,142.71,296.91,41.83,119.45,57.39,20.49,332.03,33.1,122.18,96.25,110.83,17.71,119.66,39.82,332.5,161.13,51.805,427.64,,35.69,97.71,34.43,,153.13,1880.93
2020-03-20,137.35,284.02,38.3,113.97,59.39,21.33,332.83,33.38,120.5,93.46,102.43,18.14,111.63,39.61,346.06,152.15,53.64,427.53,,37.78,95.01,32.74,,149.73,1846.09
2020-03-23,135.98,269.86,37.56,114.28,54.22,22.4,360.27,32.9,125.57,91.9,97.7,17.6,111.15,41.64,375.39,162.39,58.03,434.29,,37.29,105.62,31.45,,148.1,1902.83
2020-03-24,148.34,281.28,39.45,115.03,66.55,26.39,357.32,34.49,136.43,95.26,103.27,21.11,126.0,46.22,430.0,184.72,62.14,505.0,,41.36,127.68,35.44,,160.98,1940.1
2020-03-25,146.92,288.36,41.61,109.4,69.27,26.19,342.39,33.69,134.3,94.5,100.92,21.49,128.49,44.63,446.6,181.76,59.13,539.25,,41.11,158.73,37.29,,156.21,1885.84
2020-03-26,156.11,321.19,44.29,109.82,76.38,28.12,362.99,34.3,133.11,99.78,107.38,22.56,139.09,47.5,447.41,195.21,60.55,528.16,,41.23,180.55,38.82,,163.34,1955.49
2020-03-27,149.7,312.15,42.81,109.58,68.78,27.28,357.12,34.55,132.11,97.52,110.17,21.38,135.11,46.58,421.62,190.55,58.63,514.36,,38.8,162.0,36.95,,156.79,1900.1
2020-03-30,160.23,313.72,45.0,115.19,71.95,27.83,370.96,34.75,136.43,97.84,115.0,21.32,141.23,47.86,430.38,196.1,58.84,502.13,,37.52,152.28,37.5,,165.95,1963.95
2020-03-31,157.71,302.55,44.25,113.62,72.46,27.92,375.5,35.98,136.54,93.42,110.0,20.78,138.16,45.48,416.93,186.71,60.86,524.0,,34.2,149.14,37.97,,166.8,1949.72
2020-04-01,152.11,306.99,42.12,114.14,68.56,25.42,364.08,34.88,126.14,90.39,109.33,19.26,133.67,43.66,384.67,178.63,61.99,481.56,,31.75,130.7,37.53,,159.6,1907.7
2020-04-02,155.26,314.29,43.95,118.65,76.12,23.68,370.08,34.6,125.08,93.04,114.4,18.19,139.38,44.49,346.3,181.31,61.18,454.47,,30.23,123.27,40.4,,158.19,1918.83
2020-04-03,153.83,313.61,43.83,119.48,75.11,22.82,361.76,34.69,120.47,90.0,115.08,18.04,135.52,42.59,357.65,178.7,63.4,480.01,,31.05,124.52,39.21,,154.18,1906.59
2020-04-06,165.27,332.33,46.67,126.07,80.39,25.99,379.96,36.28,132.45,95.68,117.81,19.55,143.49,47.52,392.65,191.33,63.31,516.24,,38.3,148.77,40.47,,165.55,1997.59
2020-04-07,163.49,325.52,46.51,121.99,80.92,25.74,372.28,35.9,131.82,92.91,112.77,21.3,142.82,47.56,378.54,192.29,62.36,545.45,,38.99,141.58,41.24,,168.83,2011.6
2020-04-08,165.13,329.67,47.82,121.84,85.98,26.94,371.12,37.15,135.32,98.79,115.1,23.13,146.77,48.79,414.51,194.82,64.93,548.84,,44.27,146.87,43.85,,174.28,2043.0
2020-04-09,165.14,336.65,49.0,121.8,84.31,27.11,370.72,36.95,140.34,98.69,114.66,24.06,145.75,48.38,417.74,201.53,62.59,573.0,,42.34,151.84,43.13,,175.19,2042.76
2020-04-13,165.51,338.85,46.93,125.3,84.91,27.99,396.72,37.87,141.9,98.42,115.95,23.01,139.8,50.94,447.45,198.79,62.17,650.95,,40.26,147.33,42.76,,174.79,2168.87
2020-04-14,173.7,348.79,48.92,129.0,84.61,27.75,413.55,38.91,149.0,101.4,120.96,22.98,138.13,54.93,496.06,207.17,66.48,709.89,,42.14,141.0,42.43,,178.17,2283.32
2020-04-15,171.88,344.29,47.61,128.76,82.49,27.41,426.75,38.74,149.91,99.92,121.22,21.66,135.31,54.99,497.17,198.48,69.96,729.83,,39.03,145.98,40.48,,176.97,2307.68
2020-04-16,177.04,346.24,47.1,132.33,79.99,27.03,439.17,39.64,153.98,102.22,121.5,20.87,129.95,56.95,526.43,199.85,70.37,745.21,,37.99,134.24,39.15,,176.25,2408.19
2020-04-17,178.6,356.3,48.06,132.12,87.17,28.0,422.96,40.4,154.19,102.75,124.69,22.48,138.46,56.6,590.39,209.42,68.0,753.89,,42.03,154.0,43.22,,179.24,2375.0
2020-04-20,175.06,343.91,46.53,129.85,83.57,28.19,437.49,40.99,160.28,101.2,120.6,22.38,137.3,56.97,629.9,206.05,70.51,746.36,,46.29,143.61,41.18,,178.24,2393.61
2020-04-21,167.82,333.68,45.38,129.21,81.64,27.19,433.83,40.0,152.24,100.62,119.68,21.24,134.06,52.92,585.0,200.61,65.18,686.72,,45.22,136.33,40.96,,170.8,2328.12
2020-04-22,173.52,342.01,45.68,131.59,84.44,28.24,421.42,40.29,158.33,97.61,119.4,21.3,136.21,55.92,626.56,204.17,66.91,732.11,,47.7,134.97,42.13,,182.28,2363.49
2020-04-23,171.42,335.83,45.07,128.53,86.8,28.33,426.7,40.15,158.09,99.45,119.4,21.52,137.11,55.9,620.49,202.32,66.24,705.63,,46.68,137.74,43.45,,185.13,2399.45
2020-04-24,174.55,339.31,45.43,129.44,87.01,29.49,424.99,41.81,159.94,100.18,118.78,21.95,138.63,56.18,643.19,212.18,67.5,725.15,,48.74,128.98,43.73,,190.07,2410.22
2020-04-27,174.05,344.81,46.78,128.3,89.71,30.08,421.38,43.23,160.375,102.55,117.45,22.45,139.7,56.49,628.58,217.76,70.47,798.75,,52.82,128.68,43.94,,187.5,2376.0
2020-04-28,169.81,344.53,46.74,128.0,89.91,30.12,403.83,43.6,154.75,96.43,116.89,22.18,141.56,55.51,633.65,217.63,66.72,769.12,,55.42,131.3,44.97,,182.91,2314.08
2020-04-29,177.43,331.83,47.12,123.6,94.62,31.37,411.89,44.65,159.07,96.11,117.08,23.78,147.1,53.66,639.99,221.81,66.63,800.51,,60.3,139.0,47.46,,194.19,2372.71
2020-04-30,179.21,330.67,45.89,121.55,92.0,30.27,419.85,45.12,162.13,94.66,117.87,22.29,145.06,52.39,632.29,219.83,67.08,781.88,,58.89,141.02,46.47,,204.71,2474.0
2020-05-01,174.57,328.06,45.6,122.92,89.44,28.39,415.27,44.98,155.92,91.9,116.82,20.9,138.19,49.88,613.64,218.57,66.85,701.32,,55.73,133.37,43.14,,202.27,2286.04
2020-05-04,178.84,322.56,45.14,123.7,91.44,27.42,428.15,45.83,159.95,90.44,115.77,20.75,132.94,52.56,658.89,221.84,69.08,761.19,,55.14,131.46,44.88,,205.26,2315.99
2020-05-05,180.76,328.74,45.4,124.73,92.89,28.07,424.68,46.6,167.82,92.71,116.01,21.26,135.15,52.19,686.11,225.61,71.23,768.21,,62.22,125.4,44.83,,207.07,2317.8
2020-05-06,182.54,323.03,44.75,123.3,90.05,27.82,434.26,46.56,170.61,92.93,113.1,21.89,132.13,52.16,733.53,223.92,72.54,782.58,,65.9,121.86,43.99,,208.47,2351.26
2020-05-07,183.6,324.14,44.6,121.89,92.64,30.93,436.53,49.61,175.43,92.83,112.17,22.44,136.0,51.95,722.76,229.45,74.88,780.04,,73.22,128.65,44.24,,211.26,2367.61
2020-05-08,184.68,327.65,46.11,122.94,95.47,32.79,435.55,51.73,176.49,94.83,115.95,23.93,137.0,53.19,708.97,234.43,74.02,819.42,,83.62,133.44,46.18,,212.35,2379.61
2020-05-11,186.74,327.47,45.54,123.67,93.37,31.64,440.52,55.69,187.44,93.91,115.31,22.8,134.89,55.74,750.34,236.56,76.96,811.29,,79.21,128.91,45.74,,213.18,2409.0
2020-05-12,182.51,325.51,44.82,123.78,91.1,32.4,431.82,68.86,193.0,92.85,114.55,22.56,130.05,53.76,742.28,232.9,76.45,809.41,,78.91,125.22,44.12,,210.1,2356.95
2020-05-13,179.75,320.46,43.94,123.71,88.7,33.02,438.27,69.99,194.11,90.74,113.92,21.46,125.82,52.18,754.38,230.1,75.16,790.96,,75.5,121.5,41.93,,205.1,2367.92
2020-05-14,180.53,311.93,43.7,123.42,90.05,32.79,441.95,65.19,194.32,91.69,113.81,22.31,126.8,54.51,754.29,234.48,75.62,803.33,,79.58,122.52,42.3,,206.81,2388.85
2020-05-15,183.16,321.63,43.26,125.94,89.16,32.47,454.19,67.16,196.28,91.03,114.61,22.63,126.01,54.2,767.0,239.33,76.39,799.17,,77.27,120.0,42.0,,210.88,2409.78
2020-05-18,184.91,331.17,44.97,127.66,92.55,33.62,452.58,67.41,194.17,96.1,116.21,24.81,137.9,54.59,738.02,245.35,73.81,813.63,,76.12,135.44,45.34,,213.19,2426.26
2020-05-19,183.63,327.03,44.54,124.95,89.62,33.4,451.04,70.06,200.22,96.43,112.44,24.69,136.15,55.47,753.01,238.1,75.24,808.01,,78.5,130.44,43.94,,216.88,2449.33
2020-05-20,185.66,320.4,45.89,125.45,93.0,34.48,447.67,70.7,206.62,97.18,113.28,25.48,142.31,56.39,778.0,238.19,77.06,815.56,,74.99,133.32,45.37,,229.97,2497.94
2020-05-21,183.43,328.11,45.17,124.99,92.04,34.26,436.25,69.89,208.92,97.31,111.62,25.8,142.81,54.65,802.35,240.88,75.63,827.6,,70.67,139.0,44.56,,231.39,2446.74
2020-05-22,183.51,325.91,45.03,124.33,90.28,34.83,429.32,73.04,220.28,96.72,112.6,25.98,140.71,55.17,825.17,241.88,76.94,816.88,,66.57,137.53,44.6,,234.91,2436.88
2020-05-26,181.57,324.19,46.09,123.86,93.3,34.56,414.77,71.0,216.46,97.07,112.03,27.4,148.03,53.19,767.89,242.48,76.52,818.87,,64.37,144.73,45.91,,232.2,2421.86
2020-05-27,181.81,342.98,46.73,122.48,93.9,34.88,419.89,66.82,211.89,99.62,113.89,27.79,153.36,52.74,750.0,247.36,74.53,820.23,,64.25,149.52,46.24,,229.14,2410.39
2020-05-28,181.4,342.73,47.09,123.69,90.87,34.15,413.44,67.13,215.6,99.72,116.06,26.68,153.16,51.74,744.43,245.14,75.8,805.81,,69.37,149.82,45.04,,225.46,2401.1
2020-05-29,183.25,335.2,46.68,124.06,91.7,36.32,419.73,71.27,232.11,99.71,115.92,25.88,152.12,53.8,757.8,248.48,98.09,835.0,,69.64,145.85,45.47,,225.09,2442.37
2020-06-01,182.83,330.67,46.99,123.96,92.79,35.82,425.92,69.49,238.38,99.28,117.25,26.94,149.14,53.63,758.0,247.29,109.98,898.1,,72.53,151.39,46.28,,231.91,2471.04
2020-06-02,184.91,327.06,46.9,123.94,94.69,35.81,427.31,70.81,234.92,101.17,118.06,27.41,152.95,53.54,779.5,252.71,106.17,881.56,,70.46,153.31,47.31,,232.72,2472.41
2020-06-03,185.36,335.96,47.9,123.47,97.18,36.75,421.97,72.89,233.96,103.65,118.53,29.07,158.35,52.73,762.02,251.0,107.41,882.96,,72.86,173.16,49.24,,230.16,2478.4
2020-06-04,182.92,335.74,47.92,122.11,96.28,36.43,414.33,71.76,220.04,103.2,116.05,29.16,161.14,52.63,735.19,248.95,103.05,864.38,,70.36,184.3,49.1,,226.29,2460.6
2020-06-05,187.2,342.1,49.09,121.56,100.81,37.21,419.6,70.66,197.98,106.65,118.33,30.61,166.72,53.1,727.77,254.9,99.31,885.66,,70.16,205.43,53.08,,230.77,2483.0
2020-06-08,188.36,348.79,49.85,121.24,103.24,37.08,419.49,76.54,203.88,110.45,119.05,30.68,168.81,52.97,730.67,256.77,102.74,949.92,,67.9,230.5,54.74,,231.4,2524.06
2020-06-09,189.8,342.53,49.0,121.35,101.53,36.59,434.05,73.74,201.7,107.83,118.34,29.86,164.81,56.39,741.7,256.76,103.59,940.67,,70.35,216.74,53.52,,238.67,2600.86
2020-06-10,196.84,341.25,48.62,121.16,97.58,34.83,434.48,78.26,208.18,106.63,119.23,28.75,161.0,57.44,743.64,254.45,105.72,1025.05,,75.0,203.41,50.65,,236.73,2647.45
2020-06-11,186.27,320.99,45.54,120.09,89.37,31.1,425.56,76.05,196.84,100.47,116.26,26.5,151.09,52.83,725.12,239.47,102.68,972.84,,72.31,170.0,46.18,,224.43,2557.96
2020-06-12,187.74,317.68,45.6,117.74,92.39,32.24,418.07,78.05,193.67,101.48,115.62,27.96,154.97,53.5,742.58,242.45,102.47,935.28,,78.35,189.51,47.17,,228.58,2545.02
2020-06-15,188.94,313.62,46.3,118.08,91.23,32.67,425.5,81.52,201.74,105.64,116.69,27.77,155.47,54.68,805.47,241.36,104.52,990.9,,78.12,190.94,47.14,,232.5,2572.68
2020-06-16,193.57,324.74,46.77,119.65,94.03,33.49,436.13,81.99,203.75,105.83,118.13,27.78,158.3,54.46,805.76,249.95,102.81,982.13,,76.57,197.77,48.2,,235.65,2615.27
2020-06-17,194.24,322.29,46.58,119.03,91.54,33.29,447.77,83.04,208.18,106.99,117.93,27.16,155.51,54.55,817.36,250.85,106.18,991.79,,75.99,192.54,46.63,,235.53,2640.98
2020-06-18,196.32,317.83,46.99,117.99,91.94,33.4,449.87,86.65,209.06,107.58,119.28,27.09,154.87,54.04,863.56,249.21,113.05,1003.96,,81.86,192.29,46.92,,235.94,2653.98
2020-06-19,195.15,312.66,46.02,119.85,90.63,32.3,453.72,86.79,205.94,107.77,118.92,26.59,154.87,54.23,881.0,246.65,108.57,1000.9,,81.9,187.02,45.98,,238.79,2675.01
2020-06-22,200.57,315.56,45.74,121.68,91.59,32.68,468.04,89.01,216.56,106.9,117.75,26.37,154.56,54.76,904.81,249.16,109.67,994.32,,84.49,188.52,46.42,,239.22,2713.82
2020-06-23,201.91,307.1,45.64,121.07,91.44,33.05,466.26,89.69,216.79,110.61,117.73,26.25,153.96,53.99,911.34,250.31,110.31,1001.78,,81.34,187.88,46.7,,242.24,2764.41
2020-06-24,197.84,301.91,44.65,120.3,87.64,30.46,457.85,88.5,217.84,109.5,116.42,25.28,150.49,52.39,897.0,246.13,108.26,960.85,,80.89,176.69,44.5,,234.02,2734.4
2020-06-25,200.34,301.75,44.93,119.71,89.21,30.58,465.91,89.6,224.03,110.52,117.89,25.23,154.45,51.93,916.32,245.38,111.61,985.98,,84.48,174.88,45.17,,235.68,2754.58
2020-06-26,196.33,301.86,43.57,118.32,86.46,29.61,443.4,84.5,224.51,107.32,115.23,24.46,149.04,50.1,910.0,241.01,106.0,959.74,,89.74,170.01,43.62,,216.08,2692.87
2020-06-29,198.44,309.02,44.36,119.06,87.67,29.63,447.24,83.72,220.42,109.48,117.66,25.3,153.71,50.28,922.42,246.12,105.39,1009.35,,89.76,194.49,44.32,,220.64,2680.38
2020-06-30,203.51,307.44,44.68,119.78,89.23,31.08,455.04,86.95,226.34,111.18,119.57,25.3,157.15,52.61,949.2,250.51,109.5,1079.81,,90.21,183.3,44.72,,227.07,2758.82
2020-07-01,204.7,308.14,44.82,119.69,87.62,30.43,485.64,89.38,228.78,114.42,119.98,24.96,156.85,52.58,1016.64,248.15,111.51,1119.63,,89.91,180.32,43.71,,237.55,2878.7
2020-07-02,206.26,309.97,44.88,119.21,88.31,30.68,476.89,89.59,225.18,114.36,120.88,25.24,157.9,52.34,1029.97,248.5,110.21,1208.66,,88.4,180.81,44.08,,233.42,2890.3
2020-07-06,210.7,312.4,45.23,118.89,88.57,32.52,493.81,88.96,222.02,115.36,121.63,25.73,160.22,53.4,986.77,249.55,114.78,1371.58,,88.58,187.91,44.39,,240.28,3057.04
2020-07-07,208.25,304.47,45.21,126.95,86.31,32.82,493.16,90.09,225.49,114.45,122.22,25.13,158.7,52.93,1013.99,247.35,113.84,1389.86,,85.64,178.88,43.24,,240.86,3000.12
2020-07-08,212.83,301.1,45.07,124.44,86.35,33.93,502.78,96.13,234.05,114.47,122.89,24.94,158.38,53.43,1017.3,249.17,120.85,1365.88,,90.46,180.08,43.14,,243.58,3081.11
2020-07-09,214.32,285.95,43.91,127.75,82.74,33.15,507.76,96.1,236.6,114.45,122.48,23.42,157.65,57.26,1040.02,247.96,127.41,1394.28,,91.67,173.28,41.36,,244.5,3182.63
2020-07-10,213.67,292.0,45.15,130.68,85.23,33.14,548.73,96.41,228.34,115.07,123.89,24.39,159.09,55.88,1031.86,250.11,125.49,1544.65,,89.6,178.44,42.65,,245.07,3200.0
2020-07-13,207.07,292.35,45.25,129.52,85.4,31.72,525.5,86.66,207.39,113.76,124.05,24.86,163.83,53.59,968.75,249.62,119.91,1497.06,,83.1,175.65,42.66,,239.0,3104.0
2020-07-14,208.35,295.55,45.87,132.01,88.35,30.93,524.88,88.89,209.95,115.33,125.09,25.64,169.56,54.72,974.41,257.79,122.43,1516.8,,82.92,179.96,44.07,,239.73,3084.0
2020-07-15,208.04,300.76,46.4,132.0,88.89,32.81,523.26,88.48,206.96,119.21,124.5,26.88,172.39,55.34,959.45,257.8,119.84,1546.01,,82.91,187.94,44.63,,240.28,3008.87
2020-07-16,203.92,303.65,46.15,132.2,88.36,32.35,527.39,85.315,204.93,119.74,124.76,26.85,173.42,54.92,925.49,258.08,117.15,1500.64,,81.52,178.7,44.28,,240.93,2999.9
