date,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2020-01-02,137.1,17.03,399.37,,239.91,300.35,135.82,191.12,9.42,145.97,38.86,180.79,200.79,292.5,150.53,135.42,117.31,61.05,39.14,141.09,49.44,75.9,180.0,11.93
2020-01-03,137.51,17.17,413.74,,236.07,297.43,135.63,189.6,9.21,144.28,39.06,178.86,200.08,289.54,148.44,134.34,118.29,60.4,38.93,138.34,50.75,75.56,178.45,11.97
2020-01-06,143.37,17.69,413.11,,237.06,299.8,136.15,189.19,9.16,144.1,39.1,177.51,202.33,291.55,148.34,134.1,123.43,60.27,38.88,138.23,55.11,75.39,178.62,12.14
2020-01-07,138.19,17.67,414.5,,239.93,298.39,134.01,188.69,9.25,144.98,39.25,177.61,202.63,289.79,146.38,134.19,122.89,59.6,38.75,135.88,54.75,75.24,177.9,12.05
2020-01-08,134.64,17.78,411.03,,240.38,303.19,134.7,191.92,9.25,144.96,39.37,177.76,205.91,295.9,147.68,135.31,125.55,59.71,39.06,136.94,55.66,76.27,180.63,11.94
2020-01-09,133.79,17.02,414.93,,243.02,309.63,134.79,193.25,9.26,145.39,38.8,179.07,208.35,294.22,147.31,136.74,128.52,58.85,38.89,137.44,55.94,75.8,181.2,11.91
2020-01-10,128.4,17.48,413.83,,244.32,310.33,134.53,193.77,9.25,145.06,38.57,178.68,207.27,295.13,146.13,136.69,129.39,58.99,39.49,136.07,57.2,74.83,180.47,11.67
2020-01-13,133.93,18.36,419.02,,251.98,316.96,136.53,195.33,9.24,145.7,38.1,181.27,206.51,285.85,146.82,136.6,131.16,59.15,39.41,137.2,58.97,74.15,180.92,12.12
2020-01-14,133.42,18.7,416.14,,247.28,312.68,136.85,196.05,9.29,146.52,38.09,180.45,207.32,288.24,146.68,135.82,129.03,59.04,40.07,138.8,59.24,72.8,181.37,12.03
2020-01-15,132.5,18.85,420.95,,245.57,311.34,139.2,199.8,9.19,147.01,37.87,180.73,209.77,296.41,145.57,136.62,128.57,59.1,40.67,136.72,60.25,73.03,179.78,11.87
2020-01-16,131.07,18.96,425.7,,248.93,315.24,139.61,200.95,9.17,148.2,38.03,182.26,210.85,300.74,147.87,137.98,128.4,59.67,40.61,137.25,62.24,73.08,181.01,11.84
2020-01-17,130.38,18.6,425.66,,249.28,318.73,141.26,204.7,9.16,149.17,38.38,183.23,211.98,298.47,147.78,138.31,125.83,60.13,40.51,138.2,63.45,72.53,181.35,11.81
2020-01-21,136.63,18.0,426.15,,247.94,316.57,141.86,207.29,9.21,149.27,38.52,180.93,211.16,300.53,145.85,139.17,125.26,60.32,40.34,136.84,62.24,73.13,179.39,11.66
2020-01-22,132.43,18.05,424.42,,250.11,317.7,143.38,207.9,9.16,148.25,39.04,180.05,211.44,300.59,142.63,143.89,125.02,60.48,40.19,136.68,62.57,74.42,178.03,11.37
2020-01-23,134.07,18.17,428.78,,252.86,319.23,143.65,206.52,9.14,148.53,38.63,179.58,213.42,299.46,142.75,142.87,127.84,60.51,40.71,136.54,61.55,74.33,177.74,11.77
2020-01-24,130.09,17.77,432.5,,250.48,318.31,142.92,205.0,9.0,148.32,38.5,177.13,211.24,292.81,140.38,140.56,129.66,60.28,39.82,133.15,59.25,74.18,178.15,11.71
2020-01-27,126.21,17.82,432.38,,240.2,308.95,142.14,201.69,8.89,148.75,38.25,173.54,209.34,284.09,135.73,138.62,125.82,59.91,40.16,132.03,58.06,72.77,175.63,11.44
2020-01-28,129.61,18.08,437.17,,247.97,317.69,142.44,202.85,8.97,149.5,38.58,175.46,210.39,285.87,136.74,139.55,127.47,60.7,38.14,134.43,59.07,74.93,165.58,11.73
2020-01-29,128.88,17.59,433.84,,245.54,324.34,141.73,204.86,8.86,150.54,37.05,175.67,214.44,282.9,135.78,137.69,129.0,59.53,37.58,134.23,60.26,76.92,162.0,12.94
2020-01-30,130.64,18.32,435.9,,245.81,323.87,143.83,208.21,8.84,150.36,37.43,178.34,216.18,280.98,135.37,136.77,132.94,59.36,37.07,135.89,62.45,79.11,162.51,12.73
2020-01-31,120.95,17.86,428.12,,236.43,309.51,142.02,198.97,8.82,148.87,37.62,173.22,213.97,272.45,131.35,143.73,128.05,59.44,37.24,132.36,61.09,78.51,158.66,12.45
2020-02-03,127.5,17.69,423.86,,240.33,308.66,142.51,200.81,8.98,150.17,36.96,171.32,215.18,274.02,129.77,146.27,129.35,58.05,37.51,133.37,61.08,80.63,156.59,12.26
2020-02-04,131.03,17.93,430.78,,247.13,318.85,143.22,203.56,9.18,151.6,37.63,175.21,214.62,280.84,133.51,149.11,134.76,58.29,37.69,135.29,63.555,82.02,157.24,12.58
2020-02-05,125.94,18.0,435.19,,250.76,321.45,144.3,202.81,8.31,153.99,37.81,176.9,214.37,295.73,137.44,156.33,129.67,59.13,38.17,137.59,61.815,80.74,162.33,12.86
2020-02-06,126.16,17.77,438.97,,254.25,325.21,144.33,203.04,8.25,153.53,38.44,176.35,212.87,292.46,137.25,156.76,130.09,59.44,38.26,137.61,62.19,81.44,162.89,12.95
2020-02-07,124.25,18.17,439.17,,251.59,320.03,145.37,202.74,8.11,151.89,38.45,175.28,211.61,289.22,133.37,153.41,132.79,59.94,38.05,137.17,62.09,83.16,160.08,12.83
2020-02-10,132.21,18.34,439.76,,262.97,321.55,145.66,205.99,8.06,151.86,38.34,176.95,213.21,287.03,134.32,154.43,135.76,60.24,37.81,137.74,63.3,84.61,160.15,12.91
2020-02-11,137.0,18.37,439.85,,267.89,319.61,146.08,203.94,8.1,151.99,38.17,179.15,215.73,290.79,136.19,153.48,137.27,58.69,38.09,138.0,65.19,85.33,162.45,12.85
2020-02-12,138.29,17.82,436.6,,272.54,327.2,146.08,207.44,8.24,151.09,38.04,181.18,217.46,303.48,139.59,155.31,137.58,58.23,37.74,138.0,65.08,87.33,163.8,13.16
2020-02-13,139.05,18.07,434.7,,270.78,324.87,146.47,207.4,8.25,150.09,38.31,180.12,217.42,302.2,139.72,154.31,135.31,58.65,36.93,137.88,65.31,88.03,159.76,12.94
2020-02-14,130.25,17.75,437.85,,289.79,324.95,146.99,210.29,8.1,150.13,38.25,180.81,217.09,298.78,137.99,150.7,137.03,58.51,36.51,137.46,64.85,89.41,161.01,12.83
2020-02-18,127.15,17.5,435.55,,296.57,319.0,145.6,211.2,8.06,149.14,38.26,179.42,216.15,302.14,136.58,151.1,137.9,57.91,36.32,135.64,66.04,90.76,158.88,12.75
2020-02-19,126.56,18.01,434.48,,314.7,323.62,145.53,213.31,8.0,148.94,38.44,180.86,215.63,305.31,136.86,150.86,139.5,58.22,36.23,137.49,66.03,91.49,159.34,12.61
2020-02-20,124.08,20.3,425.97,,308.7,320.3,145.16,211.45,8.03,148.37,38.61,180.7,215.08,302.13,136.93,151.22,138.55,58.09,35.85,137.49,63.38,90.31,158.56,12.53
2020-02-21,119.38,21.02,427.8,,294.07,313.05,145.85,208.81,7.89,149.93,38.55,179.88,215.87,301.43,137.21,149.84,133.59,58.2,35.72,135.81,60.93,88.73,156.93,12.25
2020-02-24,116.99,19.81,419.35,,273.28,298.18,142.64,198.79,7.57,145.91,38.05,175.27,213.52,277.79,132.17,146.43,126.8,57.99,34.67,132.16,58.08,86.37,152.55,11.86
2020-02-25,118.67,20.29,400.36,,262.05,288.08,141.1,188.4,7.23,144.65,37.35,167.8,212.1,263.39,129.0,141.71,122.97,57.12,33.93,126.26,57.74,83.06,146.85,11.32
2020-02-26,112.71,22.11,400.9,,267.65,292.65,141.98,187.21,7.21,143.68,37.1,167.18,210.1,263.0,128.25,139.75,127.82,57.14,34.72,126.64,58.46,83.58,148.96,10.95
2020-02-27,110.03,21.94,384.6,,252.6,273.52,136.37,180.01,6.97,139.12,35.73,159.55,201.0,253.92,123.27,133.11,123.83,55.06,34.1,121.37,57.5,83.21,150.16,10.39
2020-02-28,113.67,21.3,369.87,,270.07,273.36,132.03,181.76,6.96,134.48,35.22,162.17,194.17,254.96,124.24,130.15,128.06,54.16,33.42,116.11,59.64,86.31,149.24,10.88
2020-03-02,114.67,22.08,381.35,,276.43,298.81,137.58,192.33,7.2,140.02,37.18,164.24,202.55,273.11,127.6,134.3,133.43,57.32,34.88,121.52,59.13,87.96,153.02,11.21
2020-03-03,108.62,22.08,377.4,,265.89,289.32,135.58,185.73,6.97,135.59,36.3,161.89,199.51,261.4,124.38,128.9,131.34,55.7,34.3,116.96,56.48,85.81,145.24,10.88
2020-03-04,109.61,22.7,402.03,,284.51,302.74,142.39,194.29,7.08,143.48,38.18,171.19,207.02,289.42,127.4,134.22,131.34,58.12,36.4,119.85,57.2,89.55,153.98,10.95
2020-03-05,106.44,23.35,384.7,,273.29,292.92,138.1,186.96,6.74,142.01,37.18,164.92,198.32,282.96,121.97,129.55,129.05,57.16,35.46,113.97,55.92,88.6,151.41,10.08
2020-03-06,102.02,22.77,382.47,,266.04,289.03,137.26,184.36,6.49,142.03,37.03,164.03,198.86,283.87,121.41,127.73,125.97,56.87,35.02,108.08,51.96,84.02,153.65,9.4
2020-03-09,96.26,20.74,352.03,,245.44,266.17,130.16,171.13,5.9,136.44,34.69,152.86,186.86,273.44,104.07,117.81,114.85,55.83,33.76,93.44,45.74,77.63,144.06,8.21
2020-03-10,97.3,21.11,367.17,,261.08,285.34,134.14,182.6,6.26,141.64,35.85,161.69,199.86,280.0,106.49,124.77,119.21,56.52,34.59,100.7,46.91,79.82,153.3,8.85
2020-03-11,90.63,20.59,356.93,,246.47,275.43,129.75,172.95,5.9,131.8,34.52,153.39,188.25,277.78,100.69,117.97,114.75,54.83,32.17,95.96,42.85,75.0,147.24,8.21
2020-03-12,78.81,19.16,311.38,,216.31,248.23,115.34,160.08,5.35,125.41,31.33,134.85,170.13,250.41,92.26,102.81,106.08,51.2,30.02,88.05,37.82,68.68,133.58,7.23
2020-03-13,80.95,19.06,328.59,,240.84,277.97,127.45,175.83,5.63,134.29,34.47,149.41,177.13,272.04,99.64,107.95,107.29,54.17,32.71,103.91,39.55,77.32,141.68,7.85
2020-03-16,63.84,15.92,287.94,,196.4,242.21,113.09,152.01,5.01,127.13,31.81,135.27,149.01,225.04,93.41,99.08,96.08,50.99,30.18,88.36,33.01,72.31,130.91,6.66
2020-03-17,69.46,18.69,318.83,,217.27,252.86,127.72,157.89,5.01,136.59,33.74,131.8,147.62,244.22,100.2,106.65,109.11,54.31,32.16,93.76,38.01,70.94,134.44,7.08
2020-03-18,67.5,19.7,333.41,,202.82,246.67,120.92,148.48,4.5,134.96,32.85,119.61,137.3,217.06,100.12,103.55,102.06,54.32,32.36,83.89,38.63,76.61,137.02,6.6
2020-03-19,74.12,20.69,314.2,,212.97,244.78,117.34,152.25,4.47,127.05,31.15,118.96,149.5,219.8,103.01,100.34,113.95,53.62,30.42,85.3,41.74,75.88,137.51,6.48
2020-03-20,76.13,21.72,291.22,,205.75,229.24,103.93,146.83,4.33,119.89,28.45,112.5,148.49,206.59,95.5,95.39,115.45,51.8,29.01,83.5,49.01,79.7,124.89,6.52
2020-03-23,89.46,21.41,276.8,,212.69,224.37,105.18,135.74,4.01,111.14,26.77,103.86,137.1,194.86,91.85,94.77,118.4,50.31,28.49,79.03,51.45,83.5,117.87,6.11
2020-03-24,97.2,22.41,288.91,,249.18,246.88,113.84,154.53,4.95,119.18,28.09,119.51,161.95,219.8,101.34,105.48,123.97,49.99,29.7,88.43,57.33,85.0,132.72,7.01
2020-03-25,94.85,21.66,319.67,,245.62,245.52,112.5,161.78,5.39,119.4,28.4,129.65,162.98,234.49,104.67,105.85,117.77,49.94,29.75,91.73,55.78,81.37,131.54,7.56
2020-03-26,89.75,21.6,350.33,,257.24,258.44,120.26,168.88,5.25,126.57,30.6,137.4,167.35,255.39,110.5,112.89,123.3,53.54,31.75,98.12,58.64,83.66,136.18,8.12
2020-03-27,87.45,21.96,348.38,,252.73,247.74,120.46,161.56,5.19,123.16,29.84,131.27,164.01,242.45,105.44,108.03,121.05,52.77,30.9,91.13,58.79,82.57,133.24,7.62
2020-03-30,89.61,23.89,348.85,,265.59,254.81,125.48,165.57,5.03,133.01,30.23,131.75,168.13,251.28,111.71,112.93,124.94,54.77,32.67,93.5,57.72,88.14,137.74,7.89
2020-03-31,87.48,23.48,338.95,,263.6,254.29,120.1,161.12,4.83,131.13,29.15,133.79,165.35,249.38,116.04,110.93,122.26,53.73,32.64,90.03,55.68,92.4,136.51,7.94
2020-04-01,82.42,24.12,338.52,,243.07,240.91,118.12,153.11,4.4,128.81,28.05,129.71,158.17,237.32,111.35,105.14,119.57,52.92,31.75,84.36,54.58,92.09,133.14,7.04
2020-04-02,82.53,23.06,353.96,,255.47,244.93,123.86,157.39,4.36,133.15,28.76,132.81,161.5,240.44,116.74,110.0,115.99,55.25,32.87,87.51,56.69,84.04,137.91,6.9
2020-04-03,81.46,24.08,350.5,,243.91,241.41,124.59,151.85,4.24,134.17,27.46,127.45,160.33,229.49,114.67,106.34,118.94,54.7,33.64,84.05,57.82,79.0,133.79,6.73
2020-04-06,89.49,23.64,367.95,,268.4,262.47,131.16,169.44,4.53,139.76,29.44,134.0,177.04,248.34,120.43,114.82,128.12,56.7,34.57,89.46,59.07,90.15,140.7,7.23
2020-04-07,87.8,22.8,355.28,,259.03,259.43,130.48,168.59,4.71,137.48,30.08,135.24,175.59,248.04,121.92,114.94,125.54,56.98,33.61,90.64,59.6,87.97,144.6,7.03
2020-04-08,87.81,22.84,361.41,,266.95,266.07,132.61,174.94,5.03,143.26,29.89,139.25,177.49,267.83,127.4,119.29,128.09,57.8,34.6,94.3,60.32,88.37,148.99,7.3
2020-04-09,92.45,21.18,371.0,,262.95,267.99,133.63,173.69,5.37,141.23,30.73,143.43,183.7,264.13,125.03,121.5,130.96,57.44,35.39,102.76,58.15,90.63,147.78,7.14
2020-04-13,96.56,23.62,369.94,,269.85,273.25,130.89,168.99,5.16,139.77,30.19,137.94,180.12,263.51,114.14,121.15,134.26,56.67,35.14,98.19,58.77,93.97,146.4,7.02
2020-04-14,106.53,22.91,380.03,,283.95,287.05,138.4,174.62,5.29,146.03,31.13,140.59,183.99,270.5,116.48,123.91,139.84,58.14,36.44,95.5,60.89,98.43,150.14,6.93
2020-04-15,113.0,23.89,374.38,,280.84,284.43,135.03,165.96,5.03,147.66,30.09,134.84,177.84,281.68,111.53,118.69,142.47,56.93,35.97,90.79,61.82,100.53,145.16,6.5
2020-04-16,128.0,25.42,377.88,,294.7,286.69,135.64,162.42,4.94,149.67,30.16,132.33,179.5,298.43,113.22,115.73,147.43,57.66,35.88,87.33,63.45,100.68,144.9,6.24
2020-04-17,126.8,24.83,401.51,,292.32,282.8,137.55,169.54,5.12,152.02,31.23,138.32,186.1,290.56,116.3,120.12,148.09,58.46,36.91,95.18,64.74,100.35,146.46,6.84
2020-04-20,130.04,26.18,383.21,,287.05,276.93,134.55,164.22,4.98,151.67,30.98,135.7,181.65,282.14,114.6,120.41,152.6,58.13,36.08,91.71,68.43,101.8,143.67,6.51
2020-04-21,123.56,23.94,373.44,,269.51,268.37,130.94,160.53,4.77,149.68,29.87,132.0,177.58,274.19,109.85,116.76,148.41,56.82,35.62,89.05,66.07,99.33,141.63,6.48
2020-04-22,122.19,24.61,380.4,,286.15,276.1,132.62,166.59,4.77,152.99,29.47,133.03,186.48,277.02,110.64,119.31,151.64,57.99,36.25,89.34,68.07,101.79,143.61,6.43
2020-04-23,123.06,23.73,376.73,,284.01,275.03,130.26,166.38,4.89,155.51,29.5,134.68,182.04,285.33,112.91,121.35,152.01,57.59,36.69,89.39,68.91,102.19,144.33,6.52
2020-04-24,124.83,23.28,381.77,,289.59,282.97,134.36,167.32,4.87,154.86,29.71,135.52,184.02,291.29,114.04,124.72,155.35,57.93,37.38,90.71,72.0,105.07,147.0,6.26
2020-04-27,128.63,24.47,378.57,,297.08,283.17,134.46,171.76,5.17,154.29,30.54,139.88,185.89,293.98,115.2,125.92,151.94,57.81,38.33,94.62,73.6,108.25,153.65,6.43
2020-04-28,119.36,23.47,384.73,,291.36,278.58,136.32,171.25,5.38,151.39,30.65,142.76,185.93,288.36,115.46,126.27,147.66,57.83,37.91,95.29,70.13,103.94,157.61,6.8
2020-04-29,119.52,23.78,387.91,,298.46,287.73,133.36,181.79,5.26,150.24,31.43,146.16,187.82,287.65,120.06,128.69,149.56,58.12,38.12,97.86,69.28,103.4,156.26,6.58
2020-04-30,121.23,23.56,389.06,,292.28,293.8,132.29,178.72,5.09,150.04,30.47,141.9,187.56,292.47,116.38,125.56,151.3,57.45,38.36,95.76,67.66,104.75,151.92,6.8
2020-05-01,114.02,22.84,383.47,,282.78,289.07,130.14,175.57,4.92,148.29,29.9,137.25,182.66,284.51,110.88,121.87,148.84,56.83,37.64,93.25,69.21,103.52,148.6,6.5
2020-05-04,124.3,23.67,380.16,,291.29,293.16,130.92,176.15,4.86,148.27,29.6,135.2,181.87,287.54,107.72,121.68,154.69,56.24,37.62,92.14,73.43,107.08,148.4,6.21
2020-05-05,123.49,24.51,390.3,,293.74,297.56,131.67,178.44,4.97,149.5,29.74,134.87,179.24,293.04,108.91,122.58,158.73,56.51,38.51,92.0,71.59,109.35,147.43,6.2
2020-05-06,127.52,24.95,378.58,,297.79,300.63,130.78,178.78,4.87,148.08,28.79,133.04,176.97,288.77,107.67,123.17,164.43,55.64,38.51,90.27,72.44,115.49,146.2,5.98
2020-05-07,137.5,29.52,376.54,,304.87,303.74,131.55,182.72,4.87,147.59,28.89,132.79,181.12,285.0,107.29,121.23,170.29,55.58,36.96,91.21,75.49,117.7,145.74,6.11
2020-05-08,126.66,26.26,378.4,,312.5,310.13,134.23,185.09,5.24,148.7,29.79,136.91,181.23,287.0,112.11,122.99,169.38,57.0,37.22,92.7,76.7,116.56,148.51,6.29
2020-05-11,132.18,28.12,376.56,,322.62,315.01,134.38,183.56,5.12,149.11,29.38,134.28,180.88,288.69,108.61,122.59,174.33,56.4,38.1,89.97,76.23,120.65,145.73,6.19
2020-05-12,127.16,28.79,371.11,,312.1,311.41,132.94,179.47,4.98,147.14,28.89,127.59,176.54,287.7,105.0,120.26,173.65,55.46,37.36,87.03,76.15,120.26,141.52,6.0
2020-05-13,117.56,27.87,364.18,,311.2,307.65,132.96,177.09,4.72,147.13,28.09,122.97,172.82,278.0,104.48,115.73,177.36,54.85,37.05,84.03,76.57,119.07,136.12,5.79
2020-05-14,116.6,28.02,356.28,,321.22,309.54,133.08,180.9,4.89,147.64,28.58,127.05,175.41,290.61,106.19,116.95,177.32,54.91,37.92,87.52,77.14,122.01,135.99,5.7
2020-05-15,112.93,29.49,360.4,,339.63,307.71,135.95,183.49,4.9,150.44,28.31,125.41,173.81,290.96,107.92,116.98,181.6,54.71,37.76,85.9,77.14,125.88,138.69,5.49
2020-05-18,118.45,28.07,377.54,,350.01,314.96,135.52,191.38,5.31,150.52,29.45,136.04,179.83,293.36,115.02,121.56,179.43,55.72,38.07,90.45,76.1,122.92,149.27,6.27
2020-05-19,116.02,28.04,371.48,,352.22,313.14,131.73,189.36,5.3,149.02,28.96,131.95,179.57,289.05,112.08,120.29,180.78,54.38,37.68,88.67,78.55,127.22,148.38,6.21
2020-05-20,117.04,27.55,362.51,,358.8,319.23,131.26,193.86,5.49,147.68,29.59,136.03,184.1,287.99,115.69,121.38,187.7,54.26,37.63,91.33,80.97,128.77,149.68,6.42
2020-05-21,114.7,28.04,368.82,,351.01,316.85,130.21,190.62,5.63,146.71,29.77,137.69,185.08,286.91,114.06,119.12,187.74,53.97,37.26,90.17,80.6,132.85,145.81,6.48
2020-05-22,108.51,28.26,369.0,,361.05,318.89,130.48,190.86,5.65,144.37,29.88,139.18,184.41,289.94,112.47,118.39,192.49,54.1,37.5,89.47,82.22,133.0,146.44,6.41
2020-05-26,107.59,28.09,372.2,,348.71,316.73,129.75,193.22,5.84,144.56,30.82,144.94,184.84,294.89,117.41,121.76,184.17,54.3,37.49,95.82,79.35,128.95,152.08,6.8
2020-05-27,106.56,28.19,397.12,,341.01,318.11,130.81,192.82,6.03,144.89,31.85,148.59,187.72,303.77,122.42,125.54,179.42,55.14,37.41,101.37,77.99,126.54,158.15,7.29
2020-05-28,109.2,28.1,398.44,,339.48,318.25,132.29,194.26,5.85,146.97,31.06,147.56,188.73,303.97,120.74,124.53,183.92,55.72,38.18,99.86,79.5,127.8,156.82,6.78
2020-05-29,109.51,29.07,388.44,,355.02,317.94,131.55,195.24,5.71,148.75,30.86,145.85,186.32,304.85,120.13,124.9,195.58,57.38,38.19,97.31,87.81,139.74,156.44,6.57
2020-06-01,112.95,30.05,388.96,,352.25,321.85,132.99,194.35,5.87,147.19,30.93,146.18,187.41,305.93,120.5,124.89,204.78,55.78,35.46,98.6,94.84,147.22,155.58,6.76
2020-06-02,110.82,30.2,389.77,,353.01,323.34,132.63,196.36,5.9,148.25,30.99,148.35,187.59,306.31,123.32,126.0,199.73,56.4,36.16,98.93,92.25,147.68,157.64,7.05
2020-06-03,103.96,29.38,402.63,,350.78,325.12,132.82,196.87,6.19,148.65,31.51,153.35,193.29,305.35,127.09,129.05,195.21,56.83,36.16,104.27,98.1,147.45,161.21,7.36
2020-06-04,102.93,28.47,403.67,,350.66,322.32,130.57,193.64,6.57,146.73,31.8,155.91,193.24,298.08,128.96,128.89,186.29,57.22,36.01,106.44,95.98,140.06,162.55,7.74
2020-06-05,104.38,29.14,410.75,,356.8,331.5,132.44,199.61,7.34,147.3,32.77,161.37,197.16,311.85,135.12,132.06,180.6,57.74,35.99,111.23,93.93,139.64,167.41,7.88
2020-06-08,112.95,29.17,414.3,,352.2,333.46,132.21,199.6,7.53,146.77,33.23,162.92,202.65,309.48,137.72,135.75,185.13,58.09,36.59,113.45,95.43,146.54,166.87,8.46
2020-06-09,113.25,28.72,408.56,,361.84,343.99,132.97,199.08,7.24,145.96,32.62,158.1,199.52,309.21,134.19,131.87,180.07,57.86,36.21,110.54,93.9,141.92,166.7,8.02
2020-06-10,113.8,29.4,403.77,,374.67,352.84,134.13,200.48,6.81,147.8,32.14,154.12,195.8,305.75,132.44,129.87,181.45,58.05,35.92,106.06,97.22,148.05,163.9,7.61
2020-06-11,106.95,28.5,383.88,,351.85,335.9,127.84,188.88,6.13,140.87,30.17,143.44,187.51,283.73,121.55,118.01,178.87,56.45,33.3,97.21,95.04,148.9,152.38,6.95
2020-06-12,108.07,28.82,381.87,,357.3,338.8,129.0,192.26,6.46,142.15,30.5,144.51,189.17,285.15,123.15,121.91,179.24,56.53,33.75,99.87,93.12,150.6,154.87,7.25
2020-06-15,107.49,30.98,373.28,,366.95,342.99,130.48,191.76,6.5,141.25,30.5,146.63,189.49,286.28,123.61,121.65,187.45,56.15,33.36,101.25,99.02,162.69,157.73,7.24
2020-06-16,120.81,31.65,382.77,,362.74,352.08,131.67,192.88,6.55,144.46,30.78,149.11,190.32,293.0,130.11,125.15,188.1,56.92,33.4,102.06,101.04,163.05,159.67,7.47
2020-06-17,117.32,35.8,382.11,,369.44,351.59,131.76,193.56,6.33,144.02,30.26,148.34,190.79,292.6,128.23,124.15,194.32,56.65,33.56,99.48,98.69,161.71,159.22,7.24
2020-06-18,127.79,36.73,378.39,,368.72,351.73,132.78,193.91,6.33,143.41,30.35,148.23,189.49,291.48,127.59,124.16,196.31,56.89,33.24,98.94,101.61,162.3,159.21,7.28
2020-06-19,128.5,36.0,372.2,,370.45,349.72,131.28,192.2,6.23,143.83,30.31,145.37,186.56,291.24,127.46,122.47,198.19,56.16,33.42,97.81,101.08,161.42,158.15,7.15
2020-06-22,129.78,37.0,375.96,,381.07,358.87,131.05,194.96,6.28,143.39,30.11,144.94,187.46,292.67,125.79,121.07,199.19,55.66,33.11,96.75,105.02,168.3,156.69,7.04
2020-06-23,127.88,35.4,371.7,,378.0,366.53,131.36,197.97,6.15,142.86,30.25,144.86,186.62,297.6,126.25,119.41,195.62,54.94,32.77,97.93,104.27,166.8,157.84,7.0
2020-06-24,123.35,35.0,359.82,,369.42,360.06,129.56,191.41,5.95,139.82,29.42,138.35,184.29,289.18,122.06,116.42,195.82,53.93,32.19,94.66,103.7,163.91,152.22,6.53
2020-06-25,123.6,36.0,362.82,,379.6,364.84,131.41,193.98,6.03,139.67,29.72,142.46,182.76,296.22,124.71,119.03,204.22,54.28,32.32,97.96,105.71,168.4,154.67,6.68
2020-06-26,122.55,35.53,356.76,,366.2,353.63,128.93,189.27,5.91,137.81,29.08,138.21,179.74,286.88,122.39,117.19,203.49,53.16,32.04,92.59,98.79,177.58,152.52,6.48
2020-06-29,115.05,35.11,367.5,,368.0,361.78,131.08,191.38,6.01,139.04,29.91,143.24,182.8,289.76,125.25,119.75,199.84,54.69,32.64,93.0,98.1,171.67,155.57,6.8
2020-06-30,116.53,35.95,364.92,,379.91,364.8,132.26,193.17,6.08,140.63,30.23,144.59,184.47,294.95,126.5,120.77,200.23,55.13,32.7,94.06,100.29,172.21,155.99,6.83
2020-07-01,128.39,36.93,360.42,,381.2,364.11,132.36,193.78,5.98,140.38,29.9,144.11,184.66,297.73,126.06,118.54,210.92,54.67,33.74,93.26,102.95,178.96,155.43,6.74
2020-07-02,128.65,36.47,362.0,,384.49,364.11,132.85,195.67,6.05,140.97,30.08,145.02,183.52,298.26,127.72,119.7,207.76,54.79,34.51,92.66,107.27,190.99,157.04,6.82
2020-07-06,132.03,38.34,362.59,,393.57,373.85,133.3,197.76,6.19,142.98,30.49,147.22,188.5,302.81,129.43,120.19,207.26,55.24,34.51,95.0,106.39,190.66,158.1,7.0
2020-07-07,130.42,37.91,353.27,,394.87,372.69,133.57,194.2,6.12,142.85,30.32,144.97,185.82,296.65,127.2,117.58,207.34,55.04,34.03,92.32,106.42,197.75,154.82,6.76
2020-07-08,133.76,38.4,350.23,,408.64,381.37,134.22,195.07,6.09,143.27,30.46,145.59,185.85,298.36,128.13,117.71,219.78,55.38,33.75,93.3,114.55,206.35,154.58,6.86
2020-07-09,149.69,39.73,339.96,,420.36,383.01,132.71,192.21,5.84,142.49,29.54,141.37,184.33,291.16,125.73,115.71,222.95,53.94,33.46,91.28,117.46,212.42,151.45,6.58
2020-07-10,153.05,40.08,349.25,,419.17,383.68,134.46,192.55,6.1,142.37,30.13,142.45,184.88,291.23,128.01,118.35,218.73,54.49,33.83,96.27,116.65,210.11,152.85,6.69
2020-07-13,149.06,36.75,353.06,,402.09,381.91,134.91,189.02,6.06,145.21,29.76,143.49,184.92,299.71,130.57,119.2,200.09,54.45,35.21,97.65,106.21,190.02,154.8,6.7
2020-07-14,150.36,36.75,355.66,,415.08,388.23,135.52,193.33,6.36,147.92,29.96,148.1,190.72,308.52,136.88,120.6,206.75,55.44,35.23,98.21,105.61,196.43,158.54,6.88
2020-07-15,154.21,36.12,364.56,,409.09,390.9,133.69,196.55,6.74,148.26,30.01,151.93,191.77,304.07,138.36,123.0,204.05,55.06,35.72,99.73,103.15,192.83,159.33,7.14
2020-07-16,153.31,35.1,365.88,,405.39,386.09,133.88,193.5,6.86,149.25,30.39,153.08,190.92,307.15,138.56,124.01,202.52,55.78,35.6,100.01,101.06,191.72,160.5,7.05
2020-07-17,148.36,37.02,368.5,,408.06,385.31,134.66,195.09,6.8,149.35,30.25,155.0,191.48,306.53,136.9,125.11,207.38,56.3,36.25,98.16,101.43,196.41,159.83,7.07
2020-07-20,150.46,38.37,365.53,,420.43,393.43,133.11,198.47,6.66,149.6,29.85,153.39,191.61,303.46,134.63,126.37,213.24,55.87,36.5,97.3,106.72,201.99,156.37,6.87
2020-07-21,153.36,38.18,375.12,,413.14,388.0,134.43,196.48,6.68,149.74,30.25,154.76,192.98,305.11,135.87,126.06,211.31,55.84,36.69,99.41,106.6,201.03,157.8,7.04
