date,ROKU,NET,LMT,PLTR,NVDA,AAPL,PEP,V,F,JNJ,T,HON,MCD,UNH,CAT,IBM,OKTA,VZ,PFE,JPM,CRWD,DOCU,MMM,GE
2021-04-13,387.97,77.61,387.11,25.42,627.18,134.43,143.05,221.02,12.2,159.48,29.63,229.0,231.32,374.5,229.35,131.18,265.32,57.62,37.16,154.09,216.35,223.64,196.47,13.44
2021-04-14,374.66,74.57,388.67,23.7,611.08,132.03,142.11,221.98,12.24,159.92,29.73,229.38,230.31,375.63,232.58,132.63,259.91,57.7,37.17,151.21,208.2,225.36,196.75,13.68
2021-04-15,388.64,78.09,390.63,23.15,645.49,134.5,142.31,226.28,12.24,160.39,29.75,229.84,231.28,390.01,232.52,132.58,274.25,57.7,37.6,152.17,213.1,233.2,197.48,13.55
2021-04-16,376.52,74.24,391.81,22.47,636.5,134.16,144.16,226.41,12.23,162.24,29.95,232.11,233.08,391.01,233.36,133.59,269.98,58.28,38.57,153.3,215.2,231.93,198.58,13.39
2021-04-19,361.15,73.3,391.73,21.94,614.47,134.84,144.75,225.79,12.11,162.69,29.99,230.97,231.81,389.84,232.39,133.12,266.01,58.39,38.93,152.65,213.37,223.3,198.59,13.46
2021-04-20,354.85,72.39,387.33,21.78,606.85,133.11,145.71,223.28,11.45,166.48,29.89,227.33,233.01,396.53,227.63,138.16,265.8,58.39,39.03,149.27,206.6,219.43,198.3,13.06
2021-04-21,356.62,73.78,387.24,22.63,614.42,133.5,146.98,227.45,11.73,166.59,30.11,230.5,232.26,398.81,232.46,143.55,274.54,58.14,39.53,150.54,210.37,219.36,200.88,13.35
2021-04-22,350.06,75.43,380.09,22.86,594.01,131.94,146.07,227.57,11.94,165.18,31.36,229.26,232.96,396.54,228.89,141.28,274.96,57.28,38.64,147.37,216.73,221.69,200.9,13.41
2021-04-23,356.87,82.72,377.29,23.41,610.61,134.32,145.83,230.0,12.22,165.52,31.4,224.5,234.58,400.31,230.11,142.43,279.3,57.3,38.66,150.19,219.3,224.84,202.2,13.55
2021-04-26,368.63,84.76,371.98,24.11,619.12,134.72,143.36,230.34,12.27,164.12,30.91,221.52,232.31,395.86,230.56,141.57,285.35,56.94,38.68,150.56,224.47,234.36,199.63,13.57
2021-04-27,360.65,87.01,373.22,23.88,615.27,134.39,142.89,229.91,12.49,163.18,30.77,222.93,234.98,394.5,230.34,142.01,283.0,56.32,38.45,151.25,221.25,230.02,194.45,13.49
2021-04-28,357.74,86.16,372.94,23.85,611.07,133.58,141.83,233.45,12.43,161.98,30.96,222.87,232.41,394.59,232.3,143.0,281.84,56.43,38.81,152.23,220.24,232.3,195.93,13.2
2021-04-29,356.7,84.89,380.35,23.37,612.99,133.48,143.94,236.86,11.26,164.2,31.34,223.9,235.21,401.55,227.47,144.24,273.62,57.32,38.6,155.19,211.53,224.59,199.05,13.21
2021-04-30,342.97,84.74,380.56,23.04,600.38,131.46,144.16,233.56,11.54,162.73,31.41,223.04,236.08,398.8,228.11,141.88,269.7,57.79,38.65,153.81,208.51,222.94,197.14,13.12
2021-05-03,335.31,84.06,385.31,22.3,593.47,132.54,145.79,232.61,11.63,165.21,31.5,223.2,235.56,405.9,228.17,144.75,255.92,57.92,39.83,153.36,205.12,215.1,198.61,13.45
2021-05-04,319.59,80.19,387.48,21.64,574.05,127.85,143.96,232.03,11.41,167.77,32.02,225.43,233.86,411.34,233.41,145.75,244.07,58.6,39.95,155.48,197.79,204.31,199.38,13.12
2021-05-05,304.17,79.02,386.37,21.15,578.34,128.1,143.89,229.21,11.61,167.07,32.03,226.19,235.04,412.5,237.88,145.22,242.06,58.69,39.97,157.52,193.24,196.47,201.44,13.21
2021-05-06,284.18,69.07,387.34,20.09,580.92,129.74,145.555,231.32,11.74,167.74,32.41,228.66,234.86,414.97,237.07,148.42,234.39,59.29,39.19,160.69,187.07,193.62,202.41,13.21
2021-05-07,317.0,71.62,390.34,19.75,592.49,130.21,145.56,232.12,11.82,168.5,32.16,228.79,234.84,417.65,240.99,145.46,237.27,58.72,39.58,161.24,189.18,195.28,203.07,13.3
2021-05-10,301.41,68.87,393.14,18.47,570.63,126.85,146.72,225.97,11.71,170.27,32.63,230.94,237.11,420.89,242.61,146.17,230.75,59.52,39.86,161.22,187.58,190.0,207.33,13.35
2021-05-11,314.12,71.29,387.82,20.21,572.25,125.91,145.65,225.48,11.58,168.88,32.26,229.16,233.86,411.7,239.3,144.22,237.9,58.54,39.35,158.54,195.1,195.98,203.72,13.09
2021-05-12,308.03,69.69,380.62,18.89,550.34,122.77,144.23,220.63,11.33,168.2,31.97,220.04,227.94,405.37,237.32,141.3,225.6,58.41,39.69,157.45,189.27,187.79,198.87,12.82
2021-05-13,309.6,66.65,387.77,18.37,546.61,124.97,146.37,223.74,11.55,169.96,32.21,223.68,229.77,408.56,240.07,144.17,221.96,58.81,40.1,161.5,183.76,180.16,203.41,12.97
2021-05-14,315.95,72.3,390.78,20.08,569.72,127.45,146.59,226.94,11.84,170.22,32.24,227.36,231.72,409.8,242.23,144.68,229.25,58.69,40.02,164.01,190.64,187.08,204.38,13.26
2021-05-17,312.43,70.96,391.12,20.46,566.62,126.27,146.17,226.44,12.15,170.39,31.37,226.47,231.68,408.63,244.79,145.11,224.94,57.94,40.11,164.67,188.53,186.51,205.11,13.15
2021-05-18,325.53,72.43,387.22,21.24,560.63,124.85,145.51,225.57,12.14,170.45,29.55,222.32,231.93,410.38,239.47,143.91,227.35,57.18,40.05,162.35,196.78,188.91,203.03,12.97
2021-05-19,320.84,70.79,385.54,20.67,562.63,124.69,145.43,224.59,12.11,170.08,28.96,221.32,230.15,409.5,236.87,143.19,228.42,56.92,39.83,161.11,198.71,189.49,202.6,13.09
2021-05-20,335.98,74.5,388.32,20.61,584.5,127.31,147.23,226.44,12.49,171.07,29.64,222.13,232.18,408.64,234.99,143.88,234.03,56.79,40.12,160.83,204.03,195.49,201.65,13.06
2021-05-21,330.65,74.8,387.22,20.75,599.67,125.43,147.1,226.77,13.33,170.96,30.01,223.2,231.24,411.63,237.24,144.74,238.31,56.91,39.95,162.66,210.6,193.75,201.86,13.23
2021-05-24,347.22,78.88,387.71,21.22,624.48,127.1,147.85,229.32,13.06,170.55,29.75,225.0,231.91,410.95,239.05,144.72,242.56,56.98,39.81,163.54,214.35,195.55,202.61,13.18
2021-05-25,345.7,79.59,385.85,21.48,625.91,126.9,148.3,229.02,12.81,170.08,29.52,224.04,232.14,413.05,237.17,143.79,244.15,56.48,39.33,161.85,212.86,195.68,201.71,13.12
2021-05-26,348.99,79.88,384.13,22.12,628.0,126.85,148.3,227.07,13.9,169.07,29.55,224.27,232.35,413.21,237.71,143.38,246.53,56.36,38.92,161.83,219.96,197.36,201.58,13.4
2021-05-27,349.03,82.81,387.39,22.7,619.52,125.28,146.51,226.86,14.88,168.81,29.71,231.27,234.86,412.7,241.28,143.82,222.4,56.29,38.65,164.35,222.81,199.4,203.24,14.35
2021-05-28,346.71,82.06,382.2,22.95,649.78,124.61,147.94,227.3,14.53,169.25,29.43,230.91,233.89,411.92,241.08,143.74,222.44,56.49,38.73,164.24,222.15,201.62,203.04,14.06
2021-06-01,347.71,83.07,381.92,23.06,650.58,124.28,147.63,226.63,14.81,165.53,29.32,232.95,233.24,406.72,242.76,144.19,218.64,56.38,38.5,166.05,222.07,200.38,203.2,14.15
2021-06-02,340.24,83.86,385.09,24.45,671.13,125.06,148.22,229.66,14.91,166.2,29.61,230.74,233.78,405.85,243.46,145.72,215.75,56.65,38.79,166.06,220.58,200.53,203.29,14.09
2021-06-03,323.8,81.92,387.35,23.63,678.79,123.54,147.67,228.11,15.99,166.04,29.23,229.2,232.45,407.96,243.84,145.55,210.72,56.98,38.97,166.17,216.0,194.75,203.67,14.09
2021-06-04,327.12,83.08,394.1,24.03,703.13,125.89,147.84,230.14,15.97,165.97,29.27,230.05,233.38,405.64,244.02,147.42,213.36,57.3,39.15,166.44,206.94,233.24,206.05,13.96
2021-06-07,341.06,85.84,391.51,24.46,704.76,125.9,147.75,231.32,15.88,164.84,29.08,228.19,231.69,400.25,239.76,148.02,216.44,57.2,38.99,165.66,215.41,240.97,203.73,13.91
2021-06-08,340.13,89.78,388.53,24.38,698.28,126.74,146.37,232.05,15.63,163.39,28.98,229.81,232.64,401.74,240.16,149.07,217.3,57.15,38.85,165.0,215.14,242.32,203.59,13.9
2021-06-09,339.64,90.13,386.8,24.17,694.33,127.13,146.1,232.31,15.48,165.59,29.01,227.81,231.47,401.1,234.65,150.67,217.16,57.05,39.81,162.94,213.95,237.75,202.74,13.73
2021-06-10,347.81,93.47,387.72,24.14,697.0,126.11,147.6,233.95,15.11,167.08,29.18,226.25,234.59,401.49,225.73,150.54,222.12,57.34,40.68,160.4,228.6,243.08,203.13,13.63
2021-06-11,346.98,94.0,387.72,24.67,713.01,127.35,147.69,234.96,15.28,164.96,29.32,225.18,236.93,397.89,220.7,151.28,226.38,57.33,40.15,160.29,231.27,253.01,202.81,13.69
2021-06-14,364.86,95.64,389.11,25.0,720.75,130.48,148.57,234.08,14.87,165.37,29.09,223.17,236.98,399.16,219.01,150.03,227.79,57.18,39.63,157.57,233.53,257.26,201.36,13.47
2021-06-15,339.88,93.4,389.8,24.41,711.54,129.64,148.58,232.98,15.0,164.49,29.28,222.5,236.35,400.28,219.46,149.36,224.36,57.29,39.59,155.18,228.34,250.48,200.61,13.54
2021-06-16,336.67,94.76,383.6,24.8,712.41,130.15,147.1,229.6,15.02,164.43,29.06,218.99,235.58,397.25,217.16,147.83,223.22,56.64,39.3,156.27,234.17,253.07,196.91,13.44
2021-06-17,352.3,100.69,382.9,25.45,746.29,131.79,148.52,232.15,14.77,165.22,28.74,216.29,233.88,397.35,209.45,145.6,232.16,56.53,39.48,151.76,241.31,260.61,195.14,13.0
2021-06-18,368.43,101.68,379.19,25.37,745.55,130.46,145.42,230.41,14.52,161.98,28.65,212.5,229.62,389.37,208.86,143.12,239.26,55.82,38.81,147.92,244.91,274.43,191.6,12.78
2021-06-21,382.73,101.08,382.5,25.42,737.09,132.3,146.56,234.32,14.78,163.84,28.93,216.0,232.9,398.07,213.21,146.65,233.18,56.39,39.42,150.43,237.68,270.02,195.21,13.19
2021-06-22,403.5,102.57,382.48,25.4,755.47,133.98,146.78,235.93,14.91,163.62,28.78,215.49,233.88,398.69,213.13,146.36,241.36,56.37,39.61,150.21,256.61,277.27,195.14,13.03
2021-06-23,421.7,103.74,377.33,26.27,762.29,133.7,144.85,234.68,15.42,162.63,28.65,214.66,233.24,395.56,213.79,144.61,242.49,56.07,39.05,151.12,252.9,274.8,192.36,12.95
2021-06-24,423.58,104.57,377.73,26.53,768.22,133.41,145.67,236.24,15.26,163.37,28.79,217.69,233.33,398.87,219.34,145.44,244.98,56.37,39.19,152.51,253.7,276.72,193.26,13.15
2021-06-25,430.94,104.84,382.01,26.78,761.24,133.11,146.41,237.32,15.19,164.21,28.89,218.74,232.42,404.95,216.31,146.84,246.13,56.38,38.98,154.05,253.24,279.2,194.75,13.16
2021-06-28,440.33,106.04,380.07,27.38,799.4,134.78,147.04,234.09,14.96,164.02,28.78,216.79,231.09,401.46,216.27,145.29,247.41,56.18,39.12,154.33,255.09,284.15,196.5,12.89
2021-06-29,440.48,107.6,373.42,26.63,801.07,136.33,146.94,235.95,15.01,164.03,28.66,215.95,230.37,398.1,215.1,145.55,248.04,55.84,39.1,154.14,257.12,284.48,196.03,13.09
2021-06-30,459.25,105.84,378.35,26.36,800.1,136.96,148.17,233.82,14.86,164.74,28.78,219.35,230.99,400.44,217.63,146.59,244.68,56.03,39.16,155.54,251.31,279.57,198.63,13.46
2021-07-01,435.67,104.39,380.22,24.72,808.48,137.27,148.2,235.15,14.91,165.96,29.11,220.62,232.27,404.89,216.71,146.84,240.74,56.29,39.56,157.08,251.16,278.09,199.09,13.48
2021-07-02,430.32,106.02,381.49,24.44,819.48,139.96,148.91,238.63,14.93,168.98,29.23,221.32,233.63,409.36,217.76,140.02,242.56,56.44,39.73,156.03,252.59,278.82,199.89,13.36
2021-07-06,435.18,108.93,378.67,24.68,827.94,142.02,149.13,239.6,14.5,167.97,29.02,218.56,232.75,410.26,213.52,138.78,249.54,56.41,39.29,153.41,264.98,288.18,196.89,12.92
2021-07-07,419.01,108.35,383.48,22.89,814.87,144.57,149.79,240.0,14.23,169.41,28.93,220.74,234.63,411.66,214.69,139.82,250.27,56.53,39.35,153.59,267.52,288.94,199.86,12.98
2021-07-08,420.28,108.78,379.92,23.08,796.11,143.24,149.86,236.61,14.06,169.08,28.18,219.32,232.84,409.95,212.11,140.74,251.26,55.68,39.25,150.94,263.39,288.74,198.27,12.87
2021-07-09,431.61,108.97,383.11,23.29,802.01,145.11,149.48,238.47,14.48,169.75,28.45,224.34,235.68,412.11,217.42,141.52,251.84,56.07,39.61,155.77,264.44,288.02,201.0,13.16
2021-07-12,433.41,107.28,379.07,22.95,820.5,144.5,149.51,237.87,14.61,169.48,28.48,225.02,235.61,416.04,218.58,140.92,245.55,56.15,39.76,158.0,261.79,288.1,199.98,13.11
2021-07-13,427.12,106.51,377.84,22.45,810.0,145.64,152.96,242.35,14.42,169.27,28.27,224.08,236.17,418.54,215.19,140.28,249.09,56.09,39.65,155.65,261.16,283.68,199.6,12.89
2021-07-14,413.0,104.38,376.82,21.56,793.66,149.15,154.54,245.99,14.25,170.42,28.26,227.77,237.13,414.74,211.64,139.82,242.1,56.32,39.95,155.12,254.23,275.43,202.83,12.81
2021-07-15,406.0,102.67,378.25,21.47,758.65,148.48,155.25,248.55,14.01,168.37,28.43,232.81,236.88,420.05,211.41,140.45,237.58,56.55,40.09,155.46,249.3,277.01,202.59,12.76
2021-07-16,399.99,102.66,377.14,21.37,726.44,146.39,155.82,248.12,13.61,168.1,28.34,230.33,234.75,419.7,207.95,138.9,235.67,56.46,40.35,151.91,249.96,282.05,199.37,12.55
2021-07-19,407.7,105.52,372.02,21.54,751.19,142.45,155.8,240.41,13.28,166.88,27.79,220.66,229.26,409.06,203.08,137.92,241.35,55.84,40.15,146.97,250.4,289.48,197.56,12.0
2021-07-20,417.2,107.68,379.98,22.18,186.12,146.15,155.82,242.7,13.91,168.45,27.91,229.66,234.27,412.97,207.96,139.97,246.34,55.58,41.05,149.71,252.24,301.27,200.82,12.7
2021-07-21,422.13,109.52,380.89,22.52,194.1,145.4,155.24,243.66,14.19,169.49,27.9,231.85,235.93,414.64,210.73,141.3,247.25,55.95,41.02,152.86,253.55,302.81,200.77,13.08
2021-07-22,420.65,113.77,379.93,22.07,195.94,146.8,155.19,244.14,13.91,169.98,28.01,232.74,238.67,415.77,209.16,140.71,249.71,55.95,41.47,150.93,263.04,308.0,199.07,12.7
2021-07-23,473.65,117.24,380.77,21.81,195.58,148.56,157.18,249.02,13.82,171.79,28.15,229.32,242.96,417.7,209.53,141.34,257.91,55.88,41.68,150.64,268.96,308.5,200.49,12.71
2021-07-26,479.5,116.73,368.05,22.13,192.94,148.99,157.07,250.25,14.03,171.87,28.18,229.25,243.98,413.54,211.03,142.77,253.0,55.78,41.81,151.65,264.83,305.77,201.67,12.92
2021-07-27,459.37,115.47,374.73,21.68,192.08,146.77,157.94,250.93,13.79,172.66,28.2,230.36,246.35,415.1,209.9,142.75,248.3,56.2,42.1,151.45,257.84,302.04,200.47,13.08
2021-07-28,468.35,119.75,372.81,22.56,195.03,144.98,156.49,246.94,13.86,172.18,28.01,230.49,241.78,409.17,211.44,141.77,250.5,55.72,43.45,151.7,263.58,304.82,198.28,13.13
2021-07-29,449.6,120.39,372.6,22.18,196.62,145.64,156.81,247.92,14.39,172.18,28.29,232.88,244.02,412.08,212.56,141.93,248.18,55.98,42.79,153.0,260.03,301.18,198.17,13.29
2021-07-30,428.31,118.63,371.67,21.71,194.99,145.86,156.95,246.39,13.95,172.2,28.05,233.79,242.71,412.22,206.75,140.96,247.79,55.78,42.81,151.78,253.61,298.04,197.94,12.95
2021-08-02,421.37,118.59,368.3,22.1,197.5,145.52,156.32,239.78,13.91,172.27,28.11,232.42,240.1,415.57,205.16,141.42,245.58,55.76,43.96,151.17,253.91,295.1,197.52,100.6
2021-08-03,417.8,119.57,369.45,22.24,198.15,147.36,156.67,237.09,14.02,174.39,28.19,232.65,236.95,421.9,208.5,144.07,242.57,55.73,45.68,152.89,254.34,292.66,201.03,103.06
2021-08-04,420.32,120.0,361.64,22.3,202.74,146.95,154.05,236.67,13.32,173.36,27.85,229.59,234.83,421.54,204.52,142.76,247.38,55.37,45.19,151.24,264.21,301.97,197.53,102.91
2021-08-05,403.48,121.46,360.78,22.52,206.37,147.06,154.31,240.21,13.71,173.69,27.94,229.88,236.42,411.19,207.19,142.77,252.29,55.3,45.06,153.15,265.62,305.61,197.8,103.02
2021-08-06,391.47,118.82,362.05,21.82,203.66,146.14,154.33,241.4,13.8,173.11,27.96,229.68,236.26,415.12,208.35,144.09,240.12,55.22,45.07,157.5,260.74,302.63,198.13,104.52
2021-08-09,397.73,123.43,361.04,22.93,202.95,146.09,154.35,240.0,13.75,173.71,27.85,228.23,234.68,410.87,208.89,141.25,241.35,55.12,45.98,157.33,263.56,306.5,197.43,103.71
2021-08-10,379.26,125.47,362.24,22.92,199.36,145.6,154.43,238.07,13.82,173.77,28.09,231.88,233.45,411.78,214.07,141.38,232.7,55.48,48.19,159.26,252.67,301.44,199.25,106.08
2021-08-11,369.21,119.01,363.3,22.35,196.99,145.86,155.04,235.06,13.93,173.8,28.16,234.18,235.55,407.74,221.66,142.13,234.49,55.57,46.31,161.16,239.88,293.06,201.57,106.04
2021-08-12,369.52,122.23,359.75,24.89,199.05,148.89,155.07,231.79,13.9,175.2,28.02,231.94,236.67,405.96,220.24,143.07,236.14,55.64,47.24,161.79,245.82,295.54,201.43,106.52
2021-08-13,357.59,121.75,357.98,24.9,201.88,149.1,156.52,232.65,13.59,176.25,28.19,231.76,238.82,409.67,218.57,143.18,235.84,55.87,48.48,159.98,243.82,295.97,200.58,104.92
2021-08-16,356.58,120.38,360.25,24.5,199.5,151.12,158.05,235.36,13.46,177.84,28.2,233.74,240.97,417.21,217.71,143.59,231.82,55.98,48.91,158.93,234.71,286.75,202.32,103.35
2021-08-17,357.04,119.84,361.6,23.97,194.58,150.19,157.9,234.53,12.99,179.47,28.19,231.45,240.28,421.78,213.44,142.42,230.63,56.18,50.42,157.01,232.8,285.58,199.55,101.62
2021-08-18,344.72,116.93,356.6,25.28,190.4,146.36,156.28,231.63,13.0,177.19,27.83,228.42,238.08,417.32,209.81,139.47,228.93,55.47,49.31,155.58,233.78,284.81,196.51,101.41
2021-08-19,343.35,118.15,354.03,24.16,197.98,146.7,158.91,231.57,12.67,178.57,27.53,227.73,237.23,427.89,204.45,138.02,230.91,55.37,48.8,154.28,234.96,286.84,195.36,99.42
2021-08-20,351.2,119.96,357.17,24.01,208.16,148.19,158.35,231.36,12.57,179.44,27.57,227.7,238.49,429.71,204.94,139.11,230.97,55.52,48.72,154.72,237.88,286.0,194.16,100.05
2021-08-23,358.0,124.18,357.35,24.82,219.58,149.71,157.85,234.14,12.73,177.61,27.52,229.11,239.66,425.36,209.14,139.62,235.68,55.42,49.93,156.7,245.8,290.89,194.68,100.97
2021-08-24,356.82,124.02,359.0,25.1,217.93,149.62,155.89,234.24,13.08,175.39,27.45,230.44,238.43,423.41,212.59,139.84,247.55,55.01,48.38,157.67,265.63,293.99,194.75,103.27
2021-08-25,353.47,123.24,358.75,24.35,222.13,148.36,155.2,232.59,13.17,174.23,27.43,230.66,238.83,419.74,214.76,139.86,260.73,54.93,47.51,160.92,270.0,298.9,194.34,104.7
2021-08-26,352.0,120.9,361.62,24.87,220.68,147.54,154.63,230.52,12.9,173.3,27.02,230.88,236.95,416.85,211.24,138.78,262.17,54.6,47.38,161.75,278.77,295.15,195.32,103.38
2021-08-27,357.03,123.57,361.99,25.71,226.36,148.6,154.94,232.69,13.31,172.93,27.13,231.14,237.48,418.76,212.83,139.41,262.38,54.77,46.6,163.05,282.31,300.76,195.05,106.09
2021-08-30,355.9,123.42,362.05,25.76,226.88,153.12,156.0,231.23,13.05,173.66,27.23,231.87,236.59,418.3,211.45,138.97,264.98,54.77,46.76,160.44,286.37,303.64,196.17,105.19
2021-08-31,352.4,120.74,359.8,26.34,223.85,151.83,156.39,229.1,13.03,173.13,27.42,231.91,237.46,416.27,210.87,140.34,263.6,55.0,46.07,159.95,281.0,296.24,194.74,105.41
2021-09-01,368.1,126.86,356.66,26.2,224.41,152.51,157.91,230.12,13.11,173.74,27.19,229.8,238.15,417.35,207.96,139.3,264.76,54.94,46.04,159.72,269.97,297.22,193.44,103.66
2021-09-02,346.49,128.61,358.05,26.51,223.96,153.65,156.95,224.18,13.01,174.93,27.64,230.97,239.87,423.71,211.78,140.01,271.75,55.29,46.84,160.46,272.67,294.57,194.89,106.26
2021-09-03,342.27,130.44,356.0,26.64,228.43,154.3,157.09,225.11,12.89,175.04,27.56,228.36,238.82,422.86,210.37,139.58,270.4,55.43,46.84,159.49,278.23,310.05,194.39,104.75
2021-09-07,344.68,131.28,349.2,26.7,226.62,156.69,154.53,226.27,12.95,172.32,27.42,222.93,236.19,421.24,208.23,138.06,264.94,54.82,46.75,159.21,269.68,291.5,185.58,103.29
2021-09-08,334.64,128.18,351.46,25.58,223.39,155.11,156.72,229.09,13.03,171.9,27.6,224.4,238.62,415.39,206.77,138.67,263.46,54.91,46.51,158.5,265.23,281.64,187.89,102.58
2021-09-09,338.46,127.99,348.93,26.13,221.77,154.07,155.73,227.49,12.76,168.07,27.42,222.93,238.61,414.55,205.42,137.74,266.46,54.44,46.03,159.19,265.16,281.31,185.75,103.29
2021-09-10,328.3,127.48,345.88,26.28,224.78,148.97,155.46,224.91,12.68,166.97,27.18,222.37,239.18,403.91,205.01,137.02,253.98,54.23,45.59,157.36,262.0,277.15,184.55,102.0
2021-09-13,322.82,124.7,346.31,25.83,221.52,149.55,155.76,224.63,12.99,165.8,27.52,223.6,241.21,414.52,206.2,138.15,249.53,54.62,44.58,159.86,254.03,271.22,185.23,104.46
2021-09-14,316.76,126.76,344.34,26.26,222.42,148.12,155.15,223.03,12.86,164.8,27.33,220.19,241.13,412.54,202.33,136.22,253.29,54.41,44.71,157.07,257.3,267.98,182.42,100.38
2021-09-15,318.73,128.55,345.07,27.08,223.41,149.03,156.02,223.81,13.22,165.42,27.57,221.69,240.98,417.52,205.73,137.2,253.58,54.57,44.77,158.16,259.57,273.65,184.19,102.16
2021-09-16,323.09,133.49,341.5,28.63,222.42,148.79,155.56,224.33,13.4,165.22,27.6,219.65,243.21,416.84,203.6,136.43,255.78,54.43,44.47,158.09,264.74,277.1,182.66,101.34
2021-09-17,324.1,131.41,340.98,28.71,219.0,146.06,154.13,221.75,13.55,164.75,27.53,218.49,242.49,420.16,199.75,135.23,258.15,54.28,43.89,157.68,263.09,277.74,181.49,100.47
2021-09-20,316.01,127.19,338.46,26.55,211.13,142.94,153.61,220.05,12.82,163.81,27.21,215.73,239.09,412.7,190.82,134.31,252.65,54.26,44.2,152.96,257.56,271.29,180.53,99.81
2021-09-21,319.0,130.4,336.05,26.62,212.46,143.43,153.54,220.17,12.77,164.53,26.96,214.9,240.5,412.34,189.84,132.97,251.76,54.03,43.92,152.98,254.11,271.16,178.42,96.82
2021-09-22,324.77,136.97,341.73,27.43,219.41,145.85,154.01,222.75,13.23,163.93,27.01,217.02,243.13,408.7,191.35,134.63,257.45,54.06,43.95,155.91,259.86,274.04,179.84,98.54
2021-09-23,334.52,135.67,344.2,28.77,224.82,146.83,154.13,228.31,13.71,164.86,27.19,219.7,244.78,408.03,196.62,136.73,255.38,54.42,44.19,161.18,262.29,273.7,181.53,102.96
2021-09-24,321.89,130.36,349.52,28.56,220.81,146.92,154.2,231.59,13.78,164.36,27.13,219.19,246.42,407.08,196.82,137.49,253.43,54.37,43.94,163.04,261.75,272.37,181.04,103.8
2021-09-27,321.24,122.81,353.36,27.47,216.6,145.37,152.72,229.6,14.16,163.17,27.4,217.9,248.11,405.27,200.0,138.56,241.46,54.47,43.57,166.98,253.34,263.82,181.79,105.35
2021-09-28,310.57,113.08,352.15,25.34,206.99,141.91,151.05,225.56,14.31,162.81,27.24,214.97,243.77,398.62,200.55,137.47,235.75,54.16,43.04,166.08,241.86,259.0,180.05,105.73
2021-09-29,302.92,112.34,350.29,24.52,205.17,142.83,152.3,226.68,14.3,164.02,27.4,214.92,244.28,400.41,197.87,139.18,233.33,54.38,43.53,165.95,239.57,256.89,180.88,106.28
2021-09-30,313.35,112.65,345.1,24.04,207.16,141.5,150.41,222.75,14.16,161.5,27.01,212.28,241.11,390.74,191.97,138.93,237.34,54.01,43.01,163.69,245.78,257.43,175.42,103.03
2021-10-01,314.46,114.98,347.8,24.33,207.42,142.65,150.95,230.46,14.16,160.47,27.16,215.65,242.93,392.43,194.33,143.32,238.08,54.3,42.93,167.13,249.27,257.77,176.68,105.82
2021-10-04,296.86,115.73,345.99,23.17,197.32,139.14,150.2,224.73,14.35,159.22,27.25,214.21,243.08,387.01,193.13,144.11,224.96,54.5,42.42,166.95,238.88,246.57,176.04,104.9
2021-10-05,304.51,125.59,347.75,23.21,204.51,141.11,151.09,224.28,14.29,159.58,27.35,215.72,245.22,393.43,192.5,143.15,227.83,54.51,42.32,168.66,244.92,256.2,177.88,104.9
2021-10-06,321.69,133.44,349.99,23.58,207.0,142.0,154.96,226.51,14.12,159.91,27.31,216.86,247.1,394.25,191.86,142.36,231.92,54.53,42.02,169.02,248.2,265.12,178.4,104.33
2021-10-07,324.47,136.92,351.78,23.73,210.75,143.29,156.39,230.55,14.89,161.34,27.09,218.37,248.32,404.7,195.75,141.81,233.96,53.9,42.74,170.09,249.88,267.83,177.8,105.51
2021-10-08,323.36,139.66,353.75,23.5,208.31,142.9,156.03,230.27,15.12,160.93,26.77,217.7,247.7,408.46,195.16,143.22,228.55,53.24,42.45,170.22,245.0,263.03,176.95,104.72
2021-10-11,319.6,144.27,357.08,23.53,206.95,142.81,156.24,225.11,15.09,160.25,26.03,215.29,246.58,404.99,192.89,142.43,225.86,52.18,42.06,166.64,244.36,261.5,176.28,104.08
2021-10-12,320.0,150.94,358.12,23.69,206.71,141.51,156.93,224.05,15.64,157.69,25.43,214.33,244.52,403.24,189.92,140.47,235.17,51.33,41.85,165.36,252.74,254.69,175.53,102.72
2021-10-13,329.22,159.43,361.76,24.13,209.39,140.91,157.99,222.46,15.51,159.2,25.3,215.58,242.65,403.55,188.94,140.76,247.2,51.35,41.42,161.0,270.44,259.31,177.17,102.36
2021-10-14,328.92,165.28,362.07,24.35,217.46,143.76,159.26,225.18,15.45,160.11,25.62,218.59,244.55,420.36,194.33,143.39,255.53,51.92,41.67,163.47,276.01,261.17,180.32,102.74
2021-10-15,324.38,167.69,365.62,24.0,218.62,144.84,158.81,230.99,15.7,161.3,25.7,220.72,242.25,428.07,199.02,144.61,255.02,52.27,41.49,166.61,273.11,260.47,181.94,104.41
2021-10-18,344.46,180.77,365.0,24.26,222.22,146.55,158.09,230.65,15.56,160.12,25.33,220.63,242.26,424.62,198.18,142.32,259.92,51.91,41.32,166.55,285.35,269.7,181.72,104.12
2021-10-19,344.45,172.89,371.07,24.69,222.9,148.76,160.1,233.52,15.42,163.87,25.59,221.78,242.77,424.38,201.14,141.98,257.71,52.35,42.09,168.57,282.35,272.89,182.31,104.73
2021-10-20,338.93,175.45,371.13,24.22,221.03,149.26,161.31,231.42,16.04,163.78,25.91,223.64,239.72,435.09,204.19,141.9,256.28,53.61,42.8,170.84,283.33,271.26,182.42,106.0
